ID	gene
"comp18683_c0_seq3_m.31581"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq4_m.31583"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq4_m.31584"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq5_m.31585"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq6_m.31586"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq7_m.31587"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq7_m.31588"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq8_m.31589"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18685_c0_seq1_m.10289"	"phya_poptm ame: full=phytochrome a"
"comp18686_c0_seq1_m.10290"	"twih_arath ame: full=twinkle homolog chloroplastic mitochondrial ame: full=dna helicase ame: full=dna primase flags: precursor"
"comp18686_c0_seq1_m.10291"	"twih_arath ame: full=twinkle homolog chloroplastic mitochondrial ame: full=dna helicase ame: full=dna primase flags: precursor"
"comp18686_c0_seq1_m.10292"	"prih_arath ame: full=primase homolog protein"
"comp18688_c0_seq1_m.38599"	"sta1_arath ame: full=protein stabilized1 ame: full=pre-mrna processing factor 6-like protein ame: full=protein embryo defective 2770"
"comp18688_c0_seq1_m.38600"	"porc_arath ame: full=protochlorophyllide reductase chloroplastic short=pcr c ame: full=nadph-protochlorophyllide oxidoreductase c short=por c flags: precursor"
"comp18688_c0_seq1_m.38601"	"sta1_arath ame: full=protein stabilized1 ame: full=pre-mrna processing factor 6-like protein ame: full=protein embryo defective 2770"
"comp18688_c0_seq1_m.38602"	"sta1_arath ame: full=protein stabilized1 ame: full=pre-mrna processing factor 6-like protein ame: full=protein embryo defective 2770"
"comp18688_c0_seq3_m.38604"	"sta1_arath ame: full=protein stabilized1 ame: full=pre-mrna processing factor 6-like protein ame: full=protein embryo defective 2770"
"comp18688_c0_seq3_m.38605"	"sta1_arath ame: full=protein stabilized1 ame: full=pre-mrna processing factor 6-like protein ame: full=protein embryo defective 2770"
"comp18688_c0_seq3_m.38606"	"sta1_arath ame: full=protein stabilized1 ame: full=pre-mrna processing factor 6-like protein ame: full=protein embryo defective 2770"
"comp18689_c0_seq1_m.16141"	"tra1_drome ame: full=transcription-associated protein 1 ame: full=dtra1"
"comp18689_c0_seq1_m.16143"	"yamb_schpo ame: full=uncharacterized pi3 pi4-kinase family protein"
"comp18689_c0_seq1_m.16145"	"tra1_schpo ame: full=transcription-associated protein 1"
"comp18690_c2_seq10_m.24671"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq10_m.24672"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq10_m.24674"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq10_m.24675"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq12_m.24676"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq12_m.24677"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq12_m.24679"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq13_m.24680"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq13_m.24681"	"ipmkb_arath ame: full=inositol polyphosphate multikinase beta ame: full=inositol polyphosphate 6- 3- 5-kinase beta short= pk2-beta short= pk2beta"
"comp18690_c2_seq13_m.24683"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq15_m.24684"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq15_m.24685"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq15_m.24687"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq17_m.24688"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq17_m.24689"	"ipmkb_arath ame: full=inositol polyphosphate multikinase beta ame: full=inositol polyphosphate 6- 3- 5-kinase beta short= pk2-beta short= pk2beta"
"comp18690_c2_seq17_m.24691"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq19_m.24692"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq19_m.24693"	"ipmkb_arath ame: full=inositol polyphosphate multikinase beta ame: full=inositol polyphosphate 6- 3- 5-kinase beta short= pk2-beta short= pk2beta"
"comp18690_c2_seq19_m.24695"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq1_m.24733"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq1_m.24734"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq1_m.24736"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq22_m.24696"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq22_m.24697"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq22_m.24698"	"lrl23_arath ame: full=leaf rust 10 disease-resistance locus receptor-like protein kinase-like ame: full=probable receptor-like serine threonine-protein kinase lrk10l- flags: precursor"
"comp18690_c2_seq24_m.24749"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq24_m.24750"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq24_m.24751"	"lrl23_arath ame: full=leaf rust 10 disease-resistance locus receptor-like protein kinase-like ame: full=probable receptor-like serine threonine-protein kinase lrk10l- flags: precursor"
"comp18690_c2_seq25_m.24752"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq25_m.24753"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq25_m.24754"	"lrl23_arath ame: full=leaf rust 10 disease-resistance locus receptor-like protein kinase-like ame: full=probable receptor-like serine threonine-protein kinase lrk10l- flags: precursor"
"comp18690_c2_seq26_m.24755"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq26_m.24756"	"gl34_arath ame: full=germin-like protein subfamily 3 member 4 flags: precursor"
"comp18690_c2_seq27_m.24757"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq27_m.24758"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq27_m.24759"	"lrl23_arath ame: full=leaf rust 10 disease-resistance locus receptor-like protein kinase-like ame: full=probable receptor-like serine threonine-protein kinase lrk10l- flags: precursor"
"comp18690_c2_seq28_m.24699"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq28_m.24701"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq28_m.24702"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq2_m.24737"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq2_m.24738"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq2_m.24740"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq30_m.24703"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq30_m.24705"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq30_m.24706"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq32_m.24760"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq32_m.24762"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq32_m.24763"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq33_m.24764"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq33_m.24765"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq34_m.24707"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq34_m.24709"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq34_m.24710"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq34_m.24711"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq35_m.24766"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq35_m.24768"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq35_m.24769"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq37_m.24770"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq37_m.24772"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq37_m.24773"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq38_m.24774"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq38_m.24776"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq39_m.24777"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq3_m.24741"	"tsn1_arath ame: full=ribonuclease tudor 1 short= udor1 short=tudor-sn protein 1"
"comp18690_c2_seq3_m.24742"	"lrk10_wheat ame: full=rust resistance kinase lr10 ame: full=probable receptor-like serine threonine-protein kinase lrk10 flags: precursor"
"comp18690_c2_seq3_m.24744"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq40_m.24712"	"ipmkb_arath ame: full=inositol polyphosphate multikinase beta ame: full=inositol polyphosphate 6- 3- 5-kinase beta short= pk2-beta short= pk2beta"
"comp18690_c2_seq40_m.24713"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq40_m.24714"	"lrl23_arath ame: full=leaf rust 10 disease-resistance locus receptor-like protein kinase-like ame: full=probable receptor-like serine threonine-protein kinase lrk10l- flags: precursor"
"comp18690_c2_seq41_m.24715"	"ipmkb_arath ame: full=inositol polyphosphate multikinase beta ame: full=inositol polyphosphate 6- 3- 5-kinase beta short= pk2-beta short= pk2beta"
"comp18690_c2_seq41_m.24716"	"kad5_arath ame: full=adenylate kinase chloroplastic ame: full=atp-amp transphosphorylase 5 ame: full=atp:amp phosphotransferase ame: full=adenylate monophosphate kinase 5 short=amk5 flags: precursor"
"comp18690_c2_seq41_m.24717"	"lrl23_arath ame: full=leaf rust 10 disease-resistance locus receptor-like protein kinase-like ame: full=probable receptor-like serine threonine-protein kinase lrk10l- flags: precursor"
