Transcript	meanFST	WeightFST	Transcript2	Scaffold	Start	End	Length	Sex.Linkage	LG	cm_male	cf_female
comp5927_c0_seq1_m.2047	 -0.0064928	 -0.0092356	comp5927_c0_seq1_m.2047	scaffold_2200	3369	6328	2959	SL	1	53.85	53.85
comp18520_c0_seq1_m.32445	 0.020833	 0.015862	comp18520_c0_seq1_m.32445	scaffold_2751	1751	3430	1679	Au	7	31.49	41.27
comp15189_c0_seq1_m.8122	 0.013158	 0.017544	comp15189_c0_seq1_m.8122	scaffold2565_1_size25166	9663	18859	9196	Au	7	35.19	57.94
comp7224_c0_seq1_m.2806	 0.00017247	 0.0029694	comp7224_c0_seq1_m.2806	scaffold2971_1_size23135	17751	22151	4400	Au	8	64.03	68.81
comp11433_c0_seq1_m.5437	 0.012882	 0.019139	comp11433_c0_seq1_m.5437	scaffold11183_1_size8292	7252	8292	1040	Au	7	22.22	37.56
comp13494_c0_seq1_m.6937	 -0.0067674	 -0.0066414	comp13494_c0_seq1_m.6937	scaffold6184_1_size14006	9199	12766	3567	Au	3	59.34	78.24
comp11169_c0_seq1_m.5276	 -0.0094871	 -0.013398	comp11169_c0_seq1_m.5276	scaffold_1787	5122	7104	1982	Au	6	33.63	40.82
comp10031_c0_seq1_m.38930	 -0.015052	 -0.027648	comp10031_c0_seq1_m.38930	scaffold421_1_size57595	37228	39726	2498	Au	8	21.44	16.95
comp14569_c0_seq1_m.7693	 -0.012343	 -0.020042	comp14569_c0_seq1_m.7693	scaffold_3309	1	4710	4709	Au	7	37.04	70.9
comp13450_c0_seq2_m.25407	 0.0050844	 0.0045077	comp13450_c0_seq2_m.25407	scaffold2358_1_size26440	13703	15295	1592	SL	1	53.85	48.3
comp10751_c0_seq1_m.5001	 -0.028592	 -0.026683	comp10751_c0_seq1_m.5001	scaffold5333_1_size15769	7439	11024	3585	Au	4	39.11	37.48
comp65095_c0_seq1_m.11901	 -0.0087813	 -0.0098474	comp65095_c0_seq1_m.11901	scaffold2908_1_size23386	17240	18472	1232	SL	1	53.85	64.96
comp16760_c0_seq1_m.31062	 -0.020964	 -0.027196	comp16760_c0_seq1_m.31062	scaffold2059_1_size28508	25340	27758	2418	PAR	1	77.93	77.93
comp15045_c0_seq1_m.8015	 -0.012477	 -0.0075703	comp15045_c0_seq1_m.8015	scaffold_2052	2144	24374	22230	SL	1	53.85	53.85
comp9536_c1_seq2_m.19588	 -0.010134	 -0.015287	comp9536_c1_seq2_m.19588	scaffold765_1_size45946	21475	26342	4867	Au	3	16.74	22.68
comp15067_c1_seq1_m.32082	 -0.0036363	 0.0060142	comp15067_c1_seq1_m.32082	scaffold4078_1_size18918	4952	7060	2108	Au	7	31.49	43.12
comp11939_c0_seq1_m.34796	 0.030678	 0.015062	comp11939_c0_seq1_m.34796	scaffold_422	21851	26140	4289	Au	4	37.26	35.63
comp17065_c0_seq2_m.35990	 -0.029741	 -0.033946	comp17065_c0_seq2_m.35990	scaffold344_1_size62223	51302	58038	6736	Au	8	39.96	35.47
comp17176_c0_seq1_m.34444	 -0.019737	 -0.019737	comp17176_c0_seq1_m.34444	scaffold_2501	2853	3372	519	PAR	1	90.89	83.49
comp13940_c0_seq1_m.7224	 -0.0032924	 -0.012257	comp13940_c0_seq1_m.7224	scaffold_3613	2346	3860	1514	PAR	1	16.81	13.04
comp7108_c0_seq1_m.2742	 -0.023392	 -0.023392	comp7108_c0_seq1_m.2742	scaffold2730_1_size24282	10382	12150	1768	SL	1	53.85	48.3
comp34985_c0_seq1_m.11191	 0.0064833	 0.009568	comp34985_c0_seq1_m.11191	scaffold385_1_size60124	37752	41752	4000	Au	5	55.63	57.85
comp11938_c0_seq1_m.37461	 -0.014122	 -0.020076	comp11938_c0_seq1_m.37461	scaffold_2298	25919	32062	6143	PAR	1	46.44	27.85
comp4239_c0_seq1_m.1020	 0.025551	 0.024778	comp4239_c0_seq1_m.1020	scaffold5921_1_size14526	12518	13570	1052	Au	4	11.33	18.96
comp12152_c0_seq1_m.5964	 -0.012847	 -0.015358	comp12152_c0_seq1_m.5964	scaffold4127_1_size18736	2798	7761	4963	PAR	1	98.3	83.49
comp10279_c0_seq1_m.23310	 0.065789	 0.065789	comp10279_c0_seq1_m.23310	scaffold30860_1_size2426	1021	2309	1288	Au	6	33.63	40.82
comp14377_c0_seq1_m.7565	 -0.010229	 -0.0081803	comp14377_c0_seq1_m.7565	scaffold_2934	772	6045	5273	PAR	1	42.74	26
comp4123_c0_seq1_m.35899	 -0.0059655	 -0.013028	comp4123_c0_seq1_m.35899	scaffold_3862	10598	17730	7132	Au	5	53.78	43.04
comp10712_c0_seq1_m.4980	 -0.0068664	 -0.0094038	comp10712_c0_seq1_m.4980	scaffold1251_1_size36705	24048	29843	5795	Au	3	83.41	98.61
comp13230_c0_seq1_m.6750	 0.0024178	 0.004162	comp13230_c0_seq1_m.6750	scaffold12909_1_size7318	197	1708	1511	Au	7	1.85	13.49
comp7374_c0_seq1_m.2902	 -0.00068052	 0.0011169	comp7374_c0_seq1_m.2902	scaffold7642_1_size11973	9659	11551	1892	Au	2	69.43	87.27
comp16973_c0_seq1_m.9278	 0.017936	 0.017936	comp16973_c0_seq1_m.9278	scaffold16708_1_size6107	1466	4091	2625	Au	6	61.41	59.34
comp18845_c0_seq1_m.19970	 0.047257	 0.034603	comp18845_c0_seq1_m.19970	scaffold721_1_size46989	1214	1900	686	SL	1	53.85	46.44
comp16179_c0_seq1_m.28440	 -0.0076106	 -0.012798	comp16179_c0_seq1_m.28440	scaffold_1942	11073	17385	6312	Au	3	59.34	78.24
comp216751_c0_seq1_m.14918	 -nan	 -nan	comp216751_c0_seq1_m.14918	scaffold_1297	27692	28018	326	Au	5	59.34	59.7
comp16037_c0_seq1_m.8686	 -nan	 -nan	comp16037_c0_seq1_m.8686	scaffold_21	9389	9897	508	Au	2	69.43	79.86
comp17351_c0_seq1_m.9505	 -0.0087103	 -0.013726	comp17351_c0_seq1_m.9505	scaffold_1451	15217	16317	1100	PAR	1	42.74	26
comp10994_c0_seq1_m.29039	 -0.0071816	 -0.021046	comp10994_c0_seq1_m.29039	scaffold13289_1_size7161	3366	5251	1885	Au	5	55.63	59.7
comp18113_c0_seq1_m.30810	 -nan	 -nan	comp18113_c0_seq1_m.30810	scaffold777_1_size45693	24097	30390	6293	Au	5	44.52	30.07
comp11844_c0_seq1_m.22442	 -nan	 -nan	comp11844_c0_seq1_m.22442	scaffold_1944	498	1691	1193	Au	6	48.44	55.63
comp10356_c0_seq1_m.32387	 -0.011377	 -0.023027	comp10356_c0_seq1_m.32387	scaffold_290	284	8217	7933	Au	4	59.49	59.7
comp11734_c0_seq1_m.23172	 -0.0042086	 -0.0033643	comp11734_c0_seq1_m.23172	scaffold2160_1_size27760	16411	21256	4845	Au	7	31.49	52.38
comp11589_c0_seq1_m.5546	 0.0035729	 -0.0064756	comp11589_c0_seq1_m.5546	scaffold9277_1_size10251	342	3346	3004	Au	6	13.26	11.18
comp4362_c0_seq1_m.1101	 -0.014293	 -0.023279	comp4362_c0_seq1_m.1101	scaffold1183_1_size37874	12580	18050	5470	Au	7	31.49	52.38
comp13070_c0_seq1_m.6640	 1.1276e-16	 1.1276e-16	comp13070_c0_seq1_m.6640	scaffold_2823	424	9369	8945	SL	1	53.85	48.3
comp15199_c0_seq1_m.8133	 -0.023961	 -0.023961	comp15199_c0_seq1_m.8133	scaffold_519	260	8438	8178	Au	3	5.63	13.42
comp6762_c0_seq1_m.2532	 -0.0069178	 -0.012698	comp6762_c0_seq1_m.2532	scaffold392_1_size59763	52295	53257	962	Au	6	48.44	55.63
comp48461_c0_seq1_m.11520	 -0.018551	 -0.01858	comp48461_c0_seq1_m.11520	scaffold_1740	22019	27860	5841	PAR	1	55.7	68.67
comp15769_c0_seq1_m.17639	 -0.0091411	 -0.015166	comp15769_c0_seq1_m.17639	scaffold816_1_size44972	26078	38395	12317	Au	4	39.11	35.63
comp19211_c0_seq1_m.10489	 -0.014159	 -0.011703	comp19211_c0_seq1_m.10489	scaffold22_1_size146620	49271	50079	808	Au	3	100.37	102.31
comp16274_c0_seq1_m.8845	 -0.01596	 -0.016531	comp16274_c0_seq1_m.8845	scaffold_3079	1984	10952	8968	Au	3	42.67	61.57
comp17638_c0_seq1_m.9672	 0.019606	 0.039355	comp17638_c0_seq1_m.9672	scaffold_2716	972	6946	5974	Au	2	69.43	87.27
comp18945_c0_seq1_m.10393	 0.018341	 0.021595	comp18945_c0_seq1_m.10393	scaffold_2807	6612	12796	6184	PAR	1	100.15	83.49
comp7894_c0_seq1_m.30258	 -0.011169	 -0.017611	comp7894_c0_seq1_m.30258	scaffold_3384	5013	6354	1341	Au	2	19.42	11.33
comp15237_c0_seq1_m.8157	 -0.010236	 -0.024822	comp15237_c0_seq1_m.8157	scaffold3686_1_size20200	128	2698	2570	Au	2	41.65	33.56
comp12133_c0_seq1_m.5948	 -0.021672	 -0.021672	comp12133_c0_seq1_m.5948	scaffold_1902	52256	52945	689	Au	7	35.19	57.94
comp58588_c0_seq1_m.11756	 -0.027248	 -0.026546	comp58588_c0_seq1_m.11756	scaffold_1441	656	14080	13424	Au	3	61.19	78.24
comp7783_c0_seq1_m.20086	 -0.003917	 -0.0071347	comp7783_c0_seq1_m.20086	scaffold_3509	8141	12904	4763	Au	3	87.12	102.31
comp1090_c0_seq1_m.291	 -0.013248	 -0.022912	comp1090_c0_seq1_m.291	scaffold24498_1_size3225	627	1550	923	Au	2	36.09	24.3
comp12520_c0_seq1_m.28599	 0.0098359	 0.012574	comp12520_c0_seq1_m.28599	scaffold_2398	18691	19597	906	Au	2	26.83	15.04
comp25752_c0_seq1_m.10958	 -0.018785	 -0.026019	comp25752_c0_seq1_m.10958	scaffold2564_1_size25175	4458	10960	6502	Au	5	59.34	59.7
comp18959_c0_seq1_m.32614	 -0.015542	 -0.019346	comp18959_c0_seq1_m.32614	scaffold35005_1_size2128	99	2128	2029	Au	2	36.09	24.3
comp10605_c0_seq1_m.4900	 -nan	 -nan	comp10605_c0_seq1_m.4900	scaffold16654_1_size6121	2748	3603	855	Au	4	39.11	35.63
comp16966_c0_seq1_m.9274	 -0.011689	 -0.012883	comp16966_c0_seq1_m.9274	scaffold26525_1_size2891	1256	2712	1456	Au	4	39.11	35.63
comp12855_c0_seq1_m.20081	 -0.022241	 -0.027336	comp12855_c0_seq1_m.20081	scaffold1242_1_size36854	9126	13976	4850	Au	4	50.23	44.89
comp19820_c0_seq1_m.10574	 -0.010399	 -0.014389	comp19820_c0_seq1_m.10574	scaffold_1393	57916	64958	7042	Au	6	26.22	20.44
comp17843_c0_seq1_m.9796	 -0.019715	 -0.033405	comp17843_c0_seq1_m.9796	scaffold13680_1_size7016	338	6401	6063	Au	2	43.5	33.56
comp8777_c0_seq1_m.3691	 -nan	 -nan	comp8777_c0_seq1_m.3691	scaffold_3093	4008	6941	2933	PAR	1	92.75	83.49
comp16671_c0_seq1_m.18760	 -0.020621	 -0.021509	comp16671_c0_seq1_m.18760	scaffold4787_1_size16931	9375	15271	5896	Au	3	42.67	63.42
comp95_c0_seq1_m.15	 -0.018035	 -0.031651	comp95_c0_seq1_m.15	scaffold237_1_size71240	51518	51937	419	Au	4	59.49	59.7
comp4463_c0_seq1_m.1177	 -0.024872	 -0.022427	comp4463_c0_seq1_m.1177	scaffold_1990	82434	86073	3639	Au	5	13.04	13.4
comp18806_c0_seq1_m.33249	 -0.013164	 -0.024142	comp18806_c0_seq1_m.33249	scaffold1464_1_size34279	19579	26869	7290	Au	6	76.23	72.3
comp15114_c0_seq1_m.8061	 -0.005188	 -0.0085847	comp15114_c0_seq1_m.8061	scaffold_3010	1330	14412	13082	Au	3	46.37	65.27
comp82550_c0_seq1_m.12378	 -nan	 -nan	comp82550_c0_seq1_m.12378	scaffold254_1_size70185	24065	24493	428	Au	3	42.67	61.57
comp17206_c0_seq1_m.15327	 -0.010267	 -0.0066615	comp17206_c0_seq1_m.15327	scaffold_4029	10121	14612	4491	Au	7	42.6	76.46
comp8993_c0_seq1_m.32136	 -0.00869	 -0.015862	comp8993_c0_seq1_m.32136	scaffold702_1_size47430	21284	32265	10981	Au	3	42.67	61.57
comp10397_c0_seq2_m.15816	 -0.016921	 -0.023077	comp10397_c0_seq2_m.15816	scaffold1854_1_size30170	15337	15758	421	Au	2	32.39	20.59
comp57753_c0_seq1_m.19651	 -0.01572	 -0.024313	comp57753_c0_seq1_m.19651	scaffold11308_1_size8198	2007	2662	655	Au	6	72.52	70.45
comp15710_c0_seq3_m.32701	 -0.020977	 -0.027219	comp15710_c0_seq3_m.32701	scaffold1895_1_size29824	15251	15709	458	Au	8	34.4	31.77
comp14432_c0_seq1_m.17319	 -0.0020073	 -0.014928	comp14432_c0_seq1_m.17319	scaffold_338	7027	7695	668	Au	4	42.82	43.04
comp9903_c0_seq1_m.4416	 -0.00214	 -0.0041728	comp9903_c0_seq1_m.4416	scaffold170_1_size78815	16443	18220	1777	Au	3	35.26	30.08
comp7522_c0_seq1_m.2986	 -0.021873	 -0.023392	comp7522_c0_seq1_m.2986	scaffold_4105	3389	5139	1750	PAR	1	74.23	77.93
comp6586_c0_seq1_m.2408	 -0.015084	 -0.026059	comp6586_c0_seq1_m.2408	scaffold_806	31800	32188	388	Au	4	5.78	15.26
comp18447_c0_seq2_m.20111	 -4.125e-06	 0.0023037	comp18447_c0_seq2_m.20111	scaffold29954_1_size2511	1	2511	2510	Au	8	21.44	16.95
comp8123_c0_seq1_m.17901	 -0.011453	 -0.013354	comp8123_c0_seq1_m.17901	scaffold_4190	41479	75610	34131	Au	7	35.19	57.94
comp14672_c0_seq1_m.7755	 0.024875	 0.020619	comp14672_c0_seq1_m.7755	scaffold_3250	9851	11167	1316	Au	2	30.54	18.74
comp69596_c0_seq1_m.12013	 -nan	 -nan	comp69596_c0_seq1_m.12013	scaffold_2915	806	14159	13353	Au	6	24.37	16.74
comp9531_c0_seq1_m.4196	 -0.0096386	 -0.016937	comp9531_c0_seq1_m.4196	scaffold866_1_size43704	5325	8642	3317	Au	3	77.86	91.2
comp12229_c0_seq1_m.33731	 -0.018601	 -0.020905	comp12229_c0_seq1_m.33731	scaffold6558_1_size13338	7111	10438	3327	Au	5	53.78	44.89
comp12181_c0_seq1_m.17949	 -0.0063174	 -0.022051	comp12181_c0_seq1_m.17949	scaffold132_1_size85932	35759	43700	7941	Au	6	20.66	14.89
comp7842_c0_seq1_m.34532	 -0.010878	 -0.016496	comp7842_c0_seq1_m.34532	scaffold2086_1_size28282	24837	25541	704	PAR	1	100.15	83.49
comp4489_c0_seq1_m.1191	 0.0068182	 0.014314	comp4489_c0_seq1_m.1191	scaffold23_1_size146175	17522	20992	3470	Au	2	24.98	13.18
comp10611_c0_seq1_m.21782	 -0.011363	 -0.020963	comp10611_c0_seq1_m.21782	scaffold260_1_size69789	56422	57116	694	Au	3	50.08	67.13
comp14919_c0_seq1_m.7924	 -0.013017	 -0.024833	comp14919_c0_seq1_m.7924	scaffold540_1_size52909	20431	21298	867	Au	3	13.04	20.82
comp15340_c0_seq2_m.31375	 0.0060276	 0.0098534	comp15340_c0_seq2_m.31375	scaffold_558	264	1892	1628	Au	5	13.04	13.4
comp10314_c0_seq1_m.4698	 -0.00074211	 0.0088161	comp10314_c0_seq1_m.4698	scaffold_2844	353	13729	13376	Au	2	62.02	72.45
comp13424_c0_seq1_m.30077	 -0.0063684	 -0.0042857	comp13424_c0_seq1_m.30077	scaffold_2773	1072	2683	1611	Au	7	31.49	52.38
comp15101_c0_seq1_m.23089	 -0.0047983	 0.004488	comp15101_c0_seq1_m.23089	scaffold610_1_size50642	13639	19452	5813	SL	1	53.85	52
comp15791_c0_seq1_m.8529	 -0.017416	 -0.025748	comp15791_c0_seq1_m.8529	scaffold_1846	1	4357	4356	PAR	1	7.55	7.48
comp4324_c0_seq1_m.18086	 -0.012319	 -0.026645	comp4324_c0_seq1_m.18086	scaffold_3786	39844	43870	4026	Au	4	39.11	39.33
comp9725_c0_seq1_m.4319	 0.0045033	 0.011756	comp9725_c0_seq1_m.4319	scaffold36175_1_size2057	1158	1553	395	Au	7	14.82	30.16
comp18424_c0_seq1_m.16108	 -0.01483	 -0.0080596	comp18424_c0_seq1_m.16108	scaffold_3016	13184	23522	10338	Au	4	50.23	46.74
comp13769_c0_seq1_m.7108	 -0.0012273	 -0.021853	comp13769_c0_seq1_m.7108	scaffold_2703	1314	3811	2497	Au	6	37.33	42.67
comp11052_c0_seq1_m.5199	 -0.017389	 -0.022625	comp11052_c0_seq1_m.5199	scaffold_282	32143	35267	3124	Au	3	83.41	98.61
comp19380_c0_seq1_m.10513	 -0.0045941	 -0.013563	comp19380_c0_seq1_m.10513	scaffold2565_1_size25166	6014	8447	2433	Au	7	35.19	57.94
comp18318_c0_seq1_m.31638	 0.011051	 -0.005712	comp18318_c0_seq1_m.31638	scaffold3179_1_size22218	5022	22218	17196	Au	8	64.03	66.96
comp17080_c0_seq1_m.31678	 -0.023575	 -0.023575	comp17080_c0_seq1_m.31678	scaffold22009_1_size3847	572	1324	752	PAR	1	55.7	68.67
comp12401_c0_seq1_m.6144	 -0.0092642	 -0.016194	comp12401_c0_seq1_m.6144	scaffold4619_1_size17356	10370	11132	762	Au	3	74.15	85.65
comp5606_c0_seq1_m.1926	 -0.0076432	 -0.010502	comp5606_c0_seq1_m.1926	scaffold3918_1_size19376	6357	7070	713	Au	7	35.19	63.49
comp4427_c0_seq1_m.1149	 -0.0049241	 0.0075188	comp4427_c0_seq1_m.1149	scaffold286_1_size67132	58347	63352	5005	Au	5	35.26	20.81
comp6520_c0_seq1_m.2357	 -0.013224	 -0.016268	comp6520_c0_seq1_m.2357	scaffold23_1_size146175	84309	98282	13973	Au	2	24.98	13.18
comp7410_c0_seq1_m.19739	 -0.01396	 -0.01374	comp7410_c0_seq1_m.19739	scaffold20592_1_size4436	229	1872	1643	Au	2	69.43	87.27
comp9208_c0_seq1_m.3980	 -0.013757	 -0.016566	comp9208_c0_seq1_m.3980	scaffold3000_1_size23004	4481	6310	1829	SL	1	53.85	63.11
comp17470_c0_seq2_m.30785	 -0.0047181	 -0.0042965	comp17470_c0_seq2_m.30785	scaffold3405_1_size21349	14907	20897	5990	PAR	1	52	44.59
comp14314_c0_seq2_m.31203	 -0.02345	 -0.02566	comp14314_c0_seq2_m.31203	scaffold_1265	12512	14018	1506	Au	5	64.89	63.41
comp14781_c0_seq1_m.7818	 -0.021974	 -0.028625	comp14781_c0_seq1_m.7818	scaffold_1550	210	19864	19654	Au	2	36.09	24.3
comp14907_c0_seq1_m.36106	 -0.013371	 -0.015612	comp14907_c0_seq1_m.36106	scaffold_3577	1209	13738	12529	Au	4	22.44	30.07
comp6884_c0_seq1_m.15855	 -0.026623	 -0.030051	comp6884_c0_seq1_m.15855	scaffold_3567	95033	98064	3031	Au	6	13.26	11.18
comp12524_c0_seq1_m.6226	 0.13716	 0.16136	comp12524_c0_seq1_m.6226	scaffold25982_1_size2970	311	2280	1969	Au	3	5.63	13.42
comp14217_c0_seq1_m.19096	 0.0029238	 -0.0062513	comp14217_c0_seq1_m.19096	scaffold_2143	28994	30574	1580	Au	4	11.33	18.96
comp6854_c0_seq1_m.2588	 -0.018089	 -0.015942	comp6854_c0_seq1_m.2588	scaffold_2050	2159	2505	346	PAR	1	46.44	29.7
comp14003_c0_seq1_m.35125	 -0.0085382	 -0.018823	comp14003_c0_seq1_m.35125	scaffold3619_1_size20455	16808	20048	3240	Au	2	69.43	79.86
comp7784_c0_seq1_m.27639	 -0.027631	 -0.027537	comp7784_c0_seq1_m.27639	scaffold4019_1_size19074	13119	13583	464	PAR	1	76.08	77.93
comp8078_c0_seq1_m.3297	 -0.024613	 -0.02296	comp8078_c0_seq1_m.3297	scaffold_1074	22749	34364	11615	Au	5	11.18	11.55
comp3858_c0_seq1_m.766	 -0.023154	 -0.028682	comp3858_c0_seq1_m.766	scaffold852_1_size43958	26953	30896	3943	Au	7	35.19	69.05
comp12287_c0_seq1_m.23511	 -nan	 -nan	comp12287_c0_seq1_m.23511	scaffold1812_1_size30565	22342	23463	1121	Au	7	31.49	52.38
comp16844_c0_seq1_m.9211	 -nan	 -nan	comp16844_c0_seq1_m.9211	scaffold9336_1_size10190	2065	4339	2274	Au	5	40.82	24.52
comp8895_c0_seq1_m.3781	 -0.0038307	 -0.015505	comp8895_c0_seq1_m.3781	scaffold_129	6635	14297	7662	Au	2	30.54	16.89
comp14017_c0_seq1_m.7276	 0.020479	 0.029928	comp14017_c0_seq1_m.7276	scaffold_1068	2980	3244	264	Au	2	43.5	33.56
comp13357_c0_seq1_m.15285	 -nan	 -nan	comp13357_c0_seq1_m.15285	scaffold1547_1_size33277	26213	28691	2478	PAR	1	9.4	7.48
comp12752_c0_seq1_m.6405	 -0.006817	 -0.0064082	comp12752_c0_seq1_m.6405	scaffold7354_1_size12304	4221	5209	988	Au	6	33.63	37.11
comp16299_c0_seq1_m.30226	 -0.015407	 -0.027497	comp16299_c0_seq1_m.30226	scaffold_2788	126410	138446	12036	SL	1	53.85	66.82
comp14567_c0_seq1_m.7690	 -0.010081	 -0.014601	comp14567_c0_seq1_m.7690	scaffold1646_1_size32134	20079	21534	1455	Au	4	28	33.78
comp7081_c0_seq1_m.2720	 0.002791	 0.011842	comp7081_c0_seq1_m.2720	scaffold19840_1_size4893	333	4070	3737	Au	5	53.78	33.78
comp4764_c0_seq1_m.1433	 -0.016004	 -0.02461	comp4764_c0_seq1_m.1433	scaffold_3645	7763	26818	19055	PAR	1	63.11	68.67
comp13543_c0_seq1_m.31711	 -0.0050854	 -0.0073181	comp13543_c0_seq1_m.31711	scaffold_2828	741	2839	2098	Au	4	28	33.78
comp13681_c0_seq2_m.33120	 -0.0024633	 -0.0061983	comp13681_c0_seq2_m.33120	scaffold138_1_size84728	18330	38529	20199	PAR	1	40.89	26
comp12509_c0_seq1_m.6215	 -0.024583	 -0.030295	comp12509_c0_seq1_m.6215	scaffold_1221	371	3876	3505	SL	1	53.85	61.26
comp17767_c0_seq1_m.9751	 -0.0098965	 -0.014009	comp17767_c0_seq1_m.9751	scaffold_3328	821	37293	36472	Au	3	53.78	70.83
comp17438_c0_seq1_m.19614	 -nan	 -nan	comp17438_c0_seq1_m.19614	scaffold_947	49	10129	10080	Au	2	69.43	83.56
comp11764_c0_seq1_m.23977	 -0.0065789	 -0.015038	comp11764_c0_seq1_m.23977	scaffold31971_1_size2337	639	992	353	Au	4	61.34	68.97
comp11757_c0_seq1_m.29588	 -0.018889	 -0.025564	comp11757_c0_seq1_m.29588	scaffold_1902	47252	50995	3743	Au	7	35.19	57.94
comp11698_c0_seq1_m.5640	 -0.019318	 -0.023178	comp11698_c0_seq1_m.5640	scaffold5291_1_size15847	838	3931	3093	Au	3	50.08	67.13
comp6725_c1_seq1_m.25352	 -0.0030248	 -0.0071124	comp6725_c1_seq1_m.25352	scaffold_2981	2966	9302	6336	Au	6	26.22	18.59
comp9473_c0_seq1_m.4161	 -0.012328	 -0.017284	comp9473_c0_seq1_m.4161	scaffold_4028	7712	12935	5223	PAR	1	103.93	85.34
comp14109_c0_seq1_m.7353	 -0.015163	 -0.020089	comp14109_c0_seq1_m.7353	scaffold1702_1_size31503	19201	23294	4093	Au	3	87.12	98.61
comp18332_c0_seq1_m.23596	 -0.026003	 -0.028046	comp18332_c0_seq1_m.23596	scaffold_1316	5141	7355	2214	Au	2	63.87	74.3
comp11959_c0_seq1_m.5822	 -0.0040291	 -0.015301	comp11959_c0_seq1_m.5822	scaffold_2968	6466	11080	4614	Au	5	20.44	18.96
comp7213_c0_seq1_m.20535	 -0.022539	 -0.021672	comp7213_c0_seq1_m.20535	scaffold582_1_size51517	28669	29098	429	Au	5	74.15	67.11
comp11217_c0_seq1_m.5311	 -0.0072642	 -0.010151	comp11217_c0_seq1_m.5311	scaffold_2250	3004	13013	10009	Au	5	64.89	63.41
comp5157_c0_seq1_m.1724	 -0.020389	 -0.026436	comp5157_c0_seq1_m.1724	scaffold_2267	59473	60753	1280	Au	2	71.28	90.97
comp207_c1_seq1_m.37805	 -0.020116	 -0.021575	comp207_c1_seq1_m.37805	scaffold_3749	9953	10438	485	Au	5	55.63	54.15
comp7323_c0_seq1_m.2867	 -0.011006	 -0.017736	comp7323_c0_seq1_m.2867	scaffold4172_1_size18579	13923	15524	1601	Au	4	61.34	61.56
comp11744_c0_seq1_m.5668	 -0.010273	 -0.020479	comp11744_c0_seq1_m.5668	scaffold65652_1_size1163	258	829	571	Au	4	39.11	35.63
comp10740_c0_seq1_m.4993	 -0.0065427	 -0.0014179	comp10740_c0_seq1_m.4993	scaffold_1091	6131	20316	14185	Au	3	33.41	28.23
comp17854_c0_seq3_m.32800	 0.026316	 0.026316	comp17854_c0_seq3_m.32800	scaffold_925	16644	16900	256	Au	5	53.78	43.04
comp17823_c0_seq1_m.28685	 -0.011871	 -0.017302	comp17823_c0_seq1_m.28685	scaffold4647_1_size17295	489	6814	6325	PAR	1	42.74	26
comp7113_c0_seq1_m.2746	 0.024406	 0.039019	comp7113_c0_seq1_m.2746	scaffold4916_1_size16663	12139	12933	794	Au	5	55.63	56
comp18014_c0_seq2_m.22295	 -0.017537	 -0.027343	comp18014_c0_seq2_m.22295	scaffold_2671	1	2890	2889	PAR	1	11.25	7.48
comp34522_c0_seq1_m.11181	 -0.010605	 -0.022288	comp34522_c0_seq1_m.11181	scaffold_4138	2933	5207	2274	Au	6	26.22	16.74
comp34137_c0_seq1_m.11175	 -0.027677	 -0.028152	comp34137_c0_seq1_m.11175	scaffold1430_1_size34621	8258	11445	3187	Au	2	71.28	87.27
comp60229_c0_seq1_m.11796	 0.0068495	 0.012013	comp60229_c0_seq1_m.11796	scaffold1935_1_size29472	11942	14048	2106	Au	7	12.96	26.45
comp3881_c0_seq1_m.789	 -0.0056874	 -0.01016	comp3881_c0_seq1_m.789	scaffold351_1_size61959	19942	21385	1443	Au	5	74.15	67.11
comp15726_c0_seq1_m.8498	 0.0029906	 0.0095984	comp15726_c0_seq1_m.8498	scaffold30186_1_size2487	413	1816	1403	Au	2	30.54	16.89
comp126446_c0_seq1_m.13571	 -0.010132	 -0.019429	comp126446_c0_seq1_m.13571	scaffold10966_1_size8438	3311	5711	2400	Au	2	63.87	74.3
comp7701_c0_seq1_m.3087	 -0.00084194	 -0.0031489	comp7701_c0_seq1_m.3087	scaffold15669_1_size6396	3972	6010	2038	SL	1	53.85	59.41
comp4346_c0_seq1_m.1089	 -0.0042289	 -0.0064947	comp4346_c0_seq1_m.1089	scaffold438_1_size56969	31946	40010	8064	Au	5	42.67	28.22
comp13234_c0_seq1_m.6753	 -0.0060717	 -0.011869	comp13234_c0_seq1_m.6753	scaffold_3925	582	2456	1874	Au	6	37.33	46.37
comp5126_c0_seq1_m.27030	 -0.006773	 -0.0065413	comp5126_c0_seq1_m.27030	scaffold3285_1_size21850	13483	15523	2040	Au	7	35.19	57.94
comp13655_c0_seq2_m.32971	 0.015275	 0.03179	comp13655_c0_seq2_m.32971	scaffold_1389	5216	8355	3139	SL	1	53.85	53.85
comp13643_c0_seq1_m.20390	 0.022874	 0.0068789	comp13643_c0_seq1_m.20390	scaffold13130_1_size7220	244	3470	3226	Au	7	18.52	35.71
comp14530_c0_seq1_m.7670	 -0.028004	 -0.029399	comp14530_c0_seq1_m.7670	scaffold_2541	365	1799	1434	Au	2	49.06	48.37
comp13947_c0_seq1_m.17125	 -0.0070375	 -0.022166	comp13947_c0_seq1_m.17125	scaffold_3834	8649	42842	34193	Au	6	20.66	14.89
comp7283_c0_seq1_m.19248	 -0.01413	 -0.020517	comp7283_c0_seq1_m.19248	scaffold2386_1_size26222	22500	22820	320	Au	3	87.12	102.31
