query	target	target_begin	target_end	AlignmentLength
comp18753_c0_seq1_m.19815	scaffold2365_1_size26389	24258	26117	1859
comp18950_c1_seq1_m.29893	scaffold23652_1_size3397	525	1414	889
comp164656_c0_seq1_m.14243	scaffold23664_1_size3393	2638	2953	315
comp12977_c0_seq1_m.26206	scaffold2367_1_size26379	23804	25118	1314
comp18936_c0_seq1_m.23085	scaffold23672_1_size3391	851	1150	299
comp66171_c0_seq1_m.11943	scaffold23675_1_size3390	1406	3211	1805
comp14654_c0_seq1_m.30780	scaffold23682_1_size3388	1028	2885	1857
comp9206_c0_seq1_m.3978	scaffold23684_1_size3387	314	1142	828
comp15006_c0_seq2_m.38300	scaffold23689_1_size3385	787	3165	2378
comp5014_c0_seq1_m.1622	scaffold2369_1_size26356	4931	15847	10916
comp7577_c0_seq1_m.16087	scaffold2369_1_size26356	17285	19637	2352
comp46768_c0_seq1_m.11490	scaffold237_1_size71240	15390	18853	3463
comp59286_c0_seq1_m.11764	scaffold237_1_size71240	20100	24742	4642
comp11431_c0_seq1_m.22545	scaffold237_1_size71240	30323	30959	636
comp4083_c0_seq1_m.930	scaffold237_1_size71240	35695	39721	4026
comp4083_c0_seq1_m.932	scaffold237_1_size71240	37655	38168	513
comp4171_c0_seq1_m.20010	scaffold237_1_size71240	42810	45069	2259
comp148422_c0_seq1_m.14081	scaffold237_1_size71240	45452	46369	917
comp166044_c0_seq1_m.14299	scaffold237_1_size71240	47012	47410	398
comp169793_c0_seq1_m.14412	scaffold237_1_size71240	47894	48439	545
comp95_c0_seq1_m.15	scaffold237_1_size71240	51518	51937	419
comp26608_c0_seq1_m.10985	scaffold237_1_size71240	55304	56540	1236
comp87399_c0_seq1_m.12504	scaffold237_1_size71240	59567	60280	713
comp13801_c0_seq2_m.25888	scaffold2370_1_size26354	6887	10866	3979
comp18736_c0_seq1_m.18583	scaffold2370_1_size26354	17796	18852	1056
comp18736_c0_seq3_m.18585	scaffold2370_1_size26354	19679	20860	1181
comp10645_c0_seq1_m.38091	scaffold23706_1_size3381	1925	3141	1216
comp214031_c0_seq1_m.14881	scaffold23711_1_size3380	680	1009	329
comp189944_c0_seq1_m.14591	scaffold23711_1_size3380	1130	1480	350
comp11273_c0_seq1_m.23978	scaffold23715_1_size3378	2655	3351	696
comp17450_c0_seq11_m.18106	scaffold23716_1_size3378	391	864	473
comp13578_c0_seq5_m.37219	scaffold2372_1_size26323	1071	10379	9308
comp15590_c0_seq1_m.8401	scaffold23726_1_size3375	127	972	845
comp11252_c0_seq1_m.37194	scaffold2373_1_size26322	9422	16629	7207
comp11252_c0_seq4_m.37199	scaffold2373_1_size26322	16471	16629	158
comp18014_c0_seq1_m.22292	scaffold23739_1_size3373	517	2148	1631
comp7272_c0_seq1_m.2830	scaffold23751_1_size3370	2521	3179	658
comp695_c0_seq2_m.37182	scaffold23757_1_size3369	443	966	523
comp17185_c0_seq1_m.31386	scaffold2376_1_size26295	12749	19405	6656
comp17763_c0_seq8_m.19205	scaffold23762_1_size3368	1583	2960	1377
comp18702_c0_seq1_m.38985	scaffold23773_1_size3366	1984	3017	1033
comp17904_c0_seq3_m.29581	scaffold237748_1_size253	69	239	170
comp65423_c0_seq1_m.11919	scaffold23777_1_size3365	2579	3109	530
comp18378_c0_seq2_m.15284	scaffold2378_1_size26293	1144	3803	2659
comp18378_c0_seq1_m.15282	scaffold2378_1_size26293	6856	20247	13391
comp18378_c0_seq1_m.15283	scaffold2378_1_size26293	20358	25573	5215
comp17554_c2_seq1_m.36232	scaffold237918_1_size253	1	235	234
comp537_c0_seq1_m.156	scaffold23795_1_size3362	2	1250	1248
comp185624_c0_seq1_m.14569	scaffold238_1_size71172	8797	9336	539
comp9421_c0_seq1_m.4123	scaffold238_1_size71172	22591	27635	5044
comp92498_c0_seq1_m.12646	scaffold238_1_size71172	35497	35874	377
comp142625_c0_seq1_m.13928	scaffold238_1_size71172	36924	37887	963
comp12204_c0_seq2_m.34025	scaffold238_1_size71172	48499	48606	107
comp12204_c0_seq1_m.34023	scaffold238_1_size71172	59856	60159	303
comp9238_c0_seq1_m.3997	scaffold23800_1_size3361	33	665	632
comp14112_c0_seq1_m.26514	scaffold23804_1_size3360	2953	3143	190
comp15509_c0_seq1_m.18345	scaffold23809_1_size3359	2073	2620	547
comp16268_c0_seq1_m.8839	scaffold23810_1_size3358	1	1161	1160
comp11819_c0_seq1_m.32253	scaffold23822_1_size3356	151	3292	3141
comp9558_c0_seq1_m.4218	scaffold23824_1_size3356	922	1707	785
comp13646_c0_seq1_m.33233	scaffold23829_1_size3355	514	809	295
comp13400_c0_seq1_m.25323	scaffold23830_1_size3355	855	1834	979
comp16766_c0_seq1_m.24280	scaffold23838_1_size3353	2717	3353	636
comp12557_c2_seq1_m.30698	scaffold23848_1_size3350	693	1211	518
comp12372_c0_seq1_m.6122	scaffold23849_1_size3350	188	1507	1319
comp203980_c0_seq1_m.14742	scaffold2385_1_size26230	18231	18667	436
comp20373_c0_seq1_m.10648	scaffold2386_1_size26222	4926	14328	9402
comp4345_c0_seq1_m.36759	scaffold2386_1_size26222	16790	17894	1104
comp7283_c0_seq2_m.19255	scaffold2386_1_size26222	19352	19657	305
comp7283_c0_seq1_m.19248	scaffold2386_1_size26222	22500	22820	320
comp7283_c0_seq1_m.19249	scaffold2386_1_size26222	23502	23807	305
comp15780_c0_seq1_m.8526	scaffold23866_1_size3345	1243	2876	1633
comp17910_c0_seq1_m.23676	scaffold23876_1_size3343	2676	3343	667
comp6217_c0_seq1_m.2178	scaffold23880_1_size3341	280	643	363
comp8108_c0_seq1_m.3318	scaffold23883_1_size3340	792	1809	1017
comp17267_c0_seq1_m.9455	scaffold23888_1_size3340	1611	2804	1193
comp14483_c0_seq1_m.7633	scaffold238883_1_size251	1	251	250
comp15365_c0_seq1_m.8242	scaffold23905_1_size3337	758	1454	696
comp79_c0_seq1_m.16748	scaffold23906_1_size3337	757	1555	798
comp18504_c0_seq2_m.18458	scaffold2391_1_size26197	18142	22203	4061
comp15092_c0_seq1_m.8048	scaffold239119_1_size251	27	246	219
comp205185_c0_seq1_m.14766	scaffold2392_1_size26192	1162	1476	314
comp14477_c1_seq1_m.17969	scaffold2392_1_size26192	10181	12187	2006
comp10215_c1_seq1_m.31277	scaffold2392_1_size26192	12527	13883	1356
comp43400_c0_seq1_m.11392	scaffold2392_1_size26192	14579	20500	5921
comp7477_c0_seq1_m.32159	scaffold2392_1_size26192	20529	22786	2257
comp7477_c1_seq1_m.32160	scaffold2392_1_size26192	22787	25805	3018
comp5445_c0_seq1_m.1859	scaffold23928_1_size3333	1071	1461	390
comp82207_c0_seq1_m.12371	scaffold23928_1_size3333	1474	1877	403
comp15009_c0_seq1_m.16814	scaffold2393_1_size26191	11022	13217	2195
comp12262_c0_seq1_m.16702	scaffold2393_1_size26191	17529	18555	1026
comp16485_c0_seq1_m.8971	scaffold239387_1_size250	28	250	222
comp11252_c0_seq3_m.37196	scaffold2394_1_size26190	12601	17153	4552
comp18545_c0_seq1_m.29306	scaffold2394_1_size26190	18189	19046	857
comp16833_c0_seq1_m.9202	scaffold23947_1_size3329	328	3329	3001
comp17374_c0_seq1_m.33937	scaffold2395_1_size26183	12757	16002	3245
comp17374_c0_seq1_m.33938	scaffold2395_1_size26183	15061	15539	478
comp15830_c0_seq1_m.8556	scaffold23950_1_size3328	1722	2746	1024
comp7496_c0_seq1_m.2975	scaffold23953_1_size3327	1545	1892	347
comp1048_c0_seq1_m.283	scaffold23953_1_size3327	2646	3053	407
comp80638_c0_seq1_m.12315	scaffold2396_1_size26178	6931	7413	482
comp81256_c0_seq1_m.12353	scaffold2396_1_size26178	21265	22526	1261
comp130518_c0_seq1_m.13706	scaffold23963_1_size3325	2162	2499	337
comp14266_c1_seq1_m.15582	scaffold23965_1_size3325	239	634	395
comp14266_c0_seq1_m.15581	scaffold23965_1_size3325	1441	1791	350
comp8072_c0_seq1_m.3292	scaffold239720_1_size249	1	249	248
comp2606_c0_seq1_m.21001	scaffold23973_1_size3322	3050	3263	213
comp114489_c0_seq1_m.13293	scaffold23975_1_size3321	918	1575	657
comp9710_c0_seq1_m.4311	scaffold2398_1_size26170	4993	6820	1827
comp64338_c0_seq1_m.11892	scaffold2398_1_size26170	12788	16481	3693
comp213518_c0_seq1_m.14872	scaffold23984_1_size3320	3031	3182	151
comp9574_c0_seq1_m.37722	scaffold23991_1_size3319	3008	3319	311
comp14267_c0_seq1_m.16460	scaffold24002_1_size3316	136	2685	2549
comp4154_c0_seq1_m.986	scaffold24005_1_size3316	320	1983	1663
comp71570_c0_seq1_m.12072	scaffold24005_1_size3316	1969	2379	410
comp11522_c0_seq1_m.5501	scaffold2401_1_size26154	142	1536	1394
comp7084_c0_seq1_m.20290	scaffold2401_1_size26154	2399	3069	670
comp15544_c0_seq1_m.8363	scaffold2401_1_size26154	4085	4642	557
comp13704_c0_seq1_m.7062	scaffold2401_1_size26154	7111	10414	3303
comp9529_c0_seq1_m.4193	scaffold2401_1_size26154	15619	18554	2935
comp10702_c0_seq1_m.4972	scaffold2401_1_size26154	18800	20339	1539
comp17956_c0_seq3_m.25177	scaffold240207_1_size249	103	210	107
comp18870_c0_seq1_m.36934	scaffold24026_1_size3313	2670	3313	643
comp140501_c0_seq1_m.13801	scaffold24037_1_size3310	477	885	408
comp16166_c0_seq1_m.8781	scaffold24047_1_size3308	966	2464	1498
comp18187_c0_seq1_m.17942	scaffold24049_1_size3307	246	1361	1115
comp15849_c0_seq1_m.8565	scaffold24051_1_size3307	1630	3307	1677
comp18464_c0_seq1_m.16438	scaffold2406_1_size26127	20950	22253	1303
comp19026_c0_seq5_m.18294	scaffold2407_1_size26118	3011	12827	9816
comp18206_c0_seq3_m.23426	scaffold2407_1_size26118	14275	15055	780
comp61534_c0_seq1_m.11829	scaffold2407_1_size26118	15879	16376	497
comp18070_c0_seq1_m.9912	scaffold2407_1_size26118	25962	26118	156
comp14368_c0_seq1_m.32233	scaffold24084_1_size3299	669	2757	2088
comp18632_c0_seq1_m.24957	scaffold240912_1_size247	1	247	246
comp21878_c0_seq1_m.10753	scaffold241_1_size71024	8284	11513	3229
comp4732_c0_seq1_m.1411	scaffold241_1_size71024	12367	14835	2468
comp18983_c0_seq1_m.31402	scaffold241_1_size71024	32193	44764	12571
comp10463_c0_seq1_m.17109	scaffold241_1_size71024	60329	66808	6479
comp16587_c0_seq1_m.18343	scaffold241007_1_size247	1	214	213
comp18400_c0_seq5_m.18457	scaffold241075_1_size247	95	247	152
comp8691_c0_seq1_m.3630	scaffold24114_1_size3295	1673	3202	1529
comp10219_c0_seq1_m.4633	scaffold24119_1_size3294	1979	2515	536
comp10236_c0_seq1_m.20679	scaffold24126_1_size3293	814	2035	1221
comp16698_c0_seq1_m.9122	scaffold241276_1_size247	1	247	246
comp977_c0_seq1_m.266	scaffold24128_1_size3293	317	713	396
comp11569_c0_seq1_m.5533	scaffold241556_1_size246	1	246	245
comp18850_c0_seq1_m.36270	scaffold24160_1_size3288	916	2621	1705
comp685_c0_seq1_m.199	scaffold24167_1_size3287	837	1211	374
comp16885_c0_seq1_m.39159	scaffold24168_1_size3287	474	825	351
comp16922_c0_seq5_m.27179	scaffold24168_1_size3287	1612	1965	353
comp16922_c0_seq1_m.27176	scaffold24168_1_size3287	2901	3218	317
comp16642_c0_seq1_m.9085	scaffold24172_1_size3286	788	3286	2498
comp15844_c0_seq5_m.30239	scaffold24188_1_size3283	1506	2208	702
comp15638_c0_seq1_m.22300	scaffold2419_1_size26005	1	243	242
comp13055_c0_seq1_m.30408	scaffold2419_1_size26005	1561	4860	3299
comp13055_c0_seq2_m.30411	scaffold2419_1_size26005	5155	5838	683
comp13990_c0_seq1_m.34901	scaffold2419_1_size26005	10456	12133	1677
comp16268_c0_seq1_m.8840	scaffold241967_1_size246	6	242	236
comp15612_c0_seq4_m.29355	scaffold242_1_size71020	4593	5741	1148
comp5820_c0_seq1_m.2004	scaffold242_1_size71020	29037	30445	1408
comp61412_c0_seq1_m.11828	scaffold242_1_size71020	35824	38429	2605
comp7737_c0_seq1_m.3111	scaffold242_1_size71020	51100	53443	2343
comp204275_c0_seq1_m.14750	scaffold242_1_size71020	62094	62534	440
comp204217_c0_seq1_m.14746	scaffold242_1_size71020	63425	63874	449
comp13854_c0_seq1_m.28281	scaffold24205_1_size3281	894	3266	2372
comp17094_c0_seq1_m.9352	scaffold24217_1_size3279	1020	2923	1903
comp12808_c0_seq1_m.6441	scaffold24220_1_size3278	704	2320	1616
comp15797_c0_seq1_m.8539	scaffold242256_1_size245	23	196	173
comp8045_c0_seq1_m.3281	scaffold24230_1_size3276	1277	1700	423
comp103297_c0_seq1_m.12950	scaffold24234_1_size3275	1034	1959	925
comp148344_c0_seq1_m.14077	scaffold242399_1_size245	1	245	244
comp6632_c0_seq1_m.2436	scaffold24246_1_size3271	1103	3271	2168
comp114392_c0_seq1_m.13287	scaffold24246_1_size3271	1769	2521	752
comp8195_c0_seq1_m.3346	scaffold2425_1_size25986	3409	5847	2438
comp14852_c0_seq1_m.27348	scaffold24252_1_size3269	450	1908	1458
comp16901_c0_seq1_m.36748	scaffold24254_1_size3268	1473	3205	1732
comp26176_c0_seq1_m.10972	scaffold24257_1_size3268	643	1236	593
comp16735_c0_seq1_m.9148	scaffold24260_1_size3267	2814	3157	343
comp13945_c0_seq1_m.7225	scaffold2427_1_size25982	3652	4206	554
comp9632_c0_seq1_m.4266	scaffold24270_1_size3266	270	959	689
comp14706_c0_seq1_m.16422	scaffold24272_1_size3266	1	168	167
comp166563_c0_seq1_m.14317	scaffold24278_1_size3265	1072	1440	368
comp170843_c0_seq1_m.14432	scaffold24278_1_size3265	1530	2047	517
comp12414_c0_seq1_m.6146	scaffold2428_1_size25981	3816	4364	548
comp234781_c0_seq1_m.15005	scaffold2428_1_size25981	8097	8677	580
comp18177_c1_seq5_m.33808	scaffold2428_1_size25981	12836	13549	713
comp18670_c0_seq1_m.20312	scaffold24282_1_size3264	2191	3015	824
comp8867_c0_seq1_m.3762	scaffold24297_1_size3262	728	1744	1016
comp102342_c0_seq1_m.12890	scaffold243_1_size70966	33564	35396	1832
comp22935_c0_seq1_m.10811	scaffold243_1_size70966	40935	42047	1112
comp8760_c0_seq1_m.3678	scaffold243_1_size70966	45855	59106	13251
comp34857_c0_seq1_m.11188	scaffold2431_1_size25971	5632	7461	1829
comp7259_c0_seq1_m.18863	scaffold2431_1_size25971	8437	11351	2914
comp15334_c0_seq2_m.31740	scaffold24317_1_size3259	861	1419	558
comp7550_c1_seq1_m.20766	scaffold24329_1_size3257	493	813	320
comp17253_c0_seq1_m.35002	scaffold243325_1_size243	73	243	170
comp10530_c1_seq2_m.26700	scaffold24338_1_size3256	2782	3105	323
comp107074_c0_seq1_m.13062	scaffold24357_1_size3251	905	1303	398
comp15282_c0_seq1_m.8190	scaffold24364_1_size3250	1716	2268	552
comp18858_c0_seq1_m.10357	scaffold243775_1_size242	42	242	200
comp10639_c0_seq1_m.20930	scaffold24380_1_size3248	1704	2046	342
comp204271_c0_seq1_m.14749	scaffold24384_1_size3247	1	2417	2416
comp9223_c1_seq1_m.37361	scaffold2439_1_size25926	4931	5648	717
comp9223_c0_seq1_m.37360	scaffold2439_1_size25926	5949	6299	350
comp172155_c0_seq1_m.14449	scaffold24390_1_size3246	399	869	470
comp115940_c0_seq1_m.13322	scaffold24390_1_size3246	936	1579	643
comp10228_c0_seq2_m.38095	scaffold24397_1_size3245	606	1965	1359
comp16550_c0_seq1_m.9024	scaffold24398_1_size3245	1	210	209
comp18506_c0_seq1_m.10173	scaffold24405_1_size3243	192	3189	2997
comp5366_c0_seq1_m.25614	scaffold2442_1_size25921	11436	14665	3229
comp2522_c0_seq1_m.28438	scaffold244224_1_size242	1	233	232
comp7332_c0_seq1_m.2872	scaffold244312_1_size241	71	241	170
comp17678_c0_seq1_m.38224	scaffold24437_1_size3237	1	687	686
comp9511_c0_seq1_m.4180	scaffold2444_1_size25919	13846	14227	381
comp18812_c0_seq3_m.26927	scaffold2445_1_size25916	567	6010	5443
comp9868_c0_seq1_m.4395	scaffold24451_1_size3234	2415	2974	559
comp103096_c0_seq1_m.12937	scaffold24453_1_size3234	307	1726	1419
comp18784_c0_seq1_m.17474	scaffold24453_1_size3234	2580	2840	260
comp6277_c0_seq1_m.2214	scaffold2446_1_size25914	3994	8082	4088
comp6277_c0_seq1_m.2216	scaffold2446_1_size25914	7091	7417	326
comp12581_c0_seq2_m.19128	scaffold2446_1_size25914	9818	15987	6169
comp8364_c0_seq1_m.24483	scaffold2446_1_size25914	18199	18920	721
comp53199_c0_seq1_m.11631	scaffold2446_1_size25914	20095	20499	404
comp53199_c0_seq1_m.11630	scaffold2446_1_size25914	20514	21062	548
comp18168_c0_seq1_m.19703	scaffold24460_1_size3233	44	1124	1080
comp18550_c0_seq5_m.28366	scaffold2447_1_size25914	7808	20597	12789
comp11146_c0_seq1_m.28900	scaffold24472_1_size3230	468	2895	2427
comp18066_c0_seq1_m.34501	scaffold244733_1_size241	15	210	195
comp13217_c0_seq1_m.6740	scaffold24486_1_size3227	330	2494	2164
comp13963_c0_seq1_m.32682	scaffold244924_1_size240	25	240	215
comp16786_c0_seq1_m.9175	scaffold24496_1_size3226	1152	2264	1112
comp16657_c0_seq1_m.9096	scaffold244974_1_size240	1	229	228
comp1090_c0_seq1_m.291	scaffold24498_1_size3225	627	1550	923
comp234_c0_seq1_m.56	scaffold24498_1_size3225	1758	2420	662
comp15279_c0_seq1_m.32122	scaffold245_1_size70751	53082	56863	3781
comp11140_c0_seq1_m.5263	scaffold24501_1_size3225	316	2981	2665
comp15325_c0_seq1_m.8212	scaffold24508_1_size3224	1	2704	2703
comp15374_c0_seq1_m.8249	scaffold2452_1_size25886	17818	19732	1914
comp10895_c0_seq1_m.21340	scaffold24522_1_size3219	345	1069	724
comp16004_c0_seq1_m.19325	scaffold245222_1_size240	50	209	159
comp17672_c0_seq5_m.20573	scaffold24529_1_size3218	2206	2764	558
comp11120_c0_seq1_m.5250	scaffold24533_1_size3217	140	2965	2825
comp1073_c0_seq1_m.289	scaffold24538_1_size3217	1868	2209	341
comp6998_c0_seq1_m.17880	scaffold2454_1_size25883	4947	6524	1577
comp6588_c0_seq1_m.2409	scaffold2454_1_size25883	11682	18517	6835
comp15588_c1_seq1_m.31941	scaffold24549_1_size3214	700	3211	2511
comp4264_c0_seq1_m.1034	scaffold24564_1_size3211	1680	2656	976
comp15075_c0_seq1_m.29682	scaffold24566_1_size3211	1030	2730	1700
comp16486_c0_seq2_m.17523	scaffold24567_1_size3211	801	1133	332
comp13995_c0_seq1_m.7262	scaffold2457_1_size25865	16431	16846	415
comp13995_c0_seq1_m.7259	scaffold2457_1_size25865	17418	23537	6119
comp114910_c0_seq1_m.13302	scaffold24572_1_size3210	19	1622	1603
comp112169_c0_seq1_m.13180	scaffold24572_1_size3210	1635	2072	437
comp129246_c0_seq1_m.13673	scaffold245880_1_size239	1	218	217
comp19011_c0_seq3_m.26212	scaffold2459_1_size25849	11110	14790	3680
comp14914_c0_seq1_m.7919	scaffold24592_1_size3207	959	1770	811
comp18914_c0_seq1_m.27444	scaffold24593_1_size3207	1	1545	1544
comp140640_c0_seq1_m.13809	scaffold24607_1_size3204	1449	2078	629
comp14259_c0_seq1_m.7479	scaffold24610_1_size3204	646	2405	1759
comp14821_c0_seq1_m.7844	scaffold24612_1_size3203	485	790	305
comp11185_c0_seq1_m.5288	scaffold24617_1_size3203	1717	2373	656
comp9884_c0_seq1_m.21935	scaffold2462_1_size25840	10718	12217	1499
comp18770_c0_seq22_m.31549	scaffold2462_1_size25840	13238	16057	2819
comp165062_c0_seq1_m.14268	scaffold24620_1_size3202	2311	2880	569
comp149458_c0_seq1_m.14096	scaffold24625_1_size3201	663	852	189
comp13387_c0_seq1_m.19443	scaffold24636_1_size3196	1211	1828	617
comp13529_c0_seq2_m.26768	scaffold24649_1_size3192	1424	2887	1463
comp18836_c0_seq1_m.34350	scaffold2465_1_size25829	11568	15684	4116
comp18836_c0_seq9_m.34362	scaffold2465_1_size25829	16629	18373	1744
comp15642_c0_seq1_m.8441	scaffold24657_1_size3191	429	2693	2264
comp16605_c0_seq1_m.9064	scaffold24658_1_size3191	413	2023	1610
comp13557_c1_seq1_m.23633	scaffold24660_1_size3191	392	648	256
comp16135_c0_seq2_m.21796	scaffold24661_1_size3190	27	2656	2629
comp17998_c0_seq1_m.29496	scaffold24663_1_size3189	1259	3076	1817
comp17522_c0_seq1_m.9617	scaffold24665_1_size3189	1053	2772	1719
comp14230_c0_seq2_m.20370	scaffold247_1_size70566	4348	7597	3249
comp15762_c0_seq2_m.18475	scaffold247_1_size70566	9044	11426	2382
comp16040_c0_seq1_m.8689	scaffold247_1_size70566	19784	24499	4715
comp16040_c0_seq1_m.8691	scaffold247_1_size70566	23755	24069	314
comp16040_c0_seq1_m.8692	scaffold247_1_size70566	24129	24428	299
comp12919_c0_seq1_m.6528	scaffold247_1_size70566	27812	30804	2992
comp13041_c1_seq1_m.37809	scaffold247_1_size70566	42616	49682	7066
comp6924_c0_seq1_m.2641	scaffold24703_1_size3183	1777	2435	658
comp17172_c1_seq2_m.26785	scaffold24708_1_size3182	357	2823	2466
comp18783_c0_seq2_m.30966	scaffold24709_1_size3182	884	1783	899
comp18544_c0_seq1_m.10194	scaffold24718_1_size3181	52	2697	2645
comp8793_c0_seq1_m.3705	scaffold24726_1_size3180	37	935	898
comp74211_c0_seq1_m.12153	scaffold247388_1_size236	1	150	149
comp17057_c0_seq1_m.22921	scaffold24751_1_size3174	467	2771	2304
comp11467_c1_seq1_m.24635	scaffold2477_1_size25758	1910	2478	568
comp47401_c0_seq1_m.11501	scaffold2477_1_size25758	4817	5161	344
comp7111_c0_seq1_m.2744	scaffold2477_1_size25758	10284	10954	670
comp18171_c0_seq6_m.27356	scaffold247710_1_size235	1	235	234
comp18225_c0_seq1_m.27311	scaffold24773_1_size3169	912	3169	2257
comp18629_c0_seq1_m.23455	scaffold24793_1_size3166	2407	2951	544
comp12383_c0_seq1_m.6133	scaffold24795_1_size3166	343	1847	1504
comp6615_c0_seq1_m.2430	scaffold248_1_size70460	12379	13257	878
comp10218_c0_seq1_m.26216	scaffold248_1_size70460	15730	16863	1133
comp36080_c0_seq1_m.11232	scaffold248_1_size70460	54207	56935	2728
comp165211_c0_seq1_m.14276	scaffold24801_1_size3164	2319	2621	302
comp17316_c0_seq1_m.20103	scaffold24806_1_size3163	182	1368	1186
comp16981_c0_seq1_m.9283	scaffold24808_1_size3163	147	2521	2374
comp12050_c0_seq1_m.24487	scaffold24809_1_size3163	410	3106	2696
comp15689_c0_seq1_m.37527	scaffold24812_1_size3162	1	1323	1322
comp18389_c0_seq1_m.10101	scaffold2482_1_size25721	18205	18647	442
comp232379_c0_seq1_m.15001	scaffold24824_1_size3159	1921	2229	308
comp12642_c0_seq1_m.6323	scaffold24828_1_size3159	1773	2423	650
comp3757_c0_seq1_m.748	scaffold2483_1_size25717	19488	19984	496
comp8310_c0_seq1_m.3412	scaffold2483_1_size25717	20042	20539	497
comp8449_c0_seq1_m.3501	scaffold2483_1_size25717	21126	22078	952
comp15799_c0_seq1_m.8541	scaffold248387_1_size234	1	234	233
comp190_c1_seq1_m.29531	scaffold24839_1_size3156	550	1113	563
comp4649_c0_seq1_m.1341	scaffold2484_1_size25716	8036	9078	1042
comp8735_c0_seq1_m.3658	scaffold24850_1_size3155	369	2021	1652
comp11341_c0_seq1_m.23213	scaffold248558_1_size234	55	232	177
comp15003_c0_seq1_m.7986	scaffold24856_1_size3154	350	2552	2202
comp6568_c1_seq1_m.21779	scaffold2486_1_size25692	13641	14923	1282
comp6568_c0_seq1_m.21773	scaffold2486_1_size25692	16534	17396	862
comp18864_c0_seq1_m.10358	scaffold24862_1_size3153	758	3153	2395
comp7641_c0_seq1_m.35830	scaffold24864_1_size3153	205	1023	818
comp215405_c0_seq1_m.14903	scaffold24864_1_size3153	2248	2604	356
comp112379_c0_seq1_m.13193	scaffold24864_1_size3153	2612	2892	280
comp5680_c0_seq1_m.1953	scaffold24864_1_size3153	2894	3153	259
comp17468_c0_seq1_m.9585	scaffold24866_1_size3152	66	407	341
comp13921_c0_seq1_m.29614	scaffold24872_1_size3150	1581	2537	956
