an_hu	gene
Mannua_Huetti.5165.nuc comp17582_c0_seq2_m.26869
Mannua_Huetti.5166.nuc comp17584_c0_seq1_m.9644
Mannua_Huetti.5167.nuc comp17586_c0_seq1_m.32197
Mannua_Huetti.5168.nuc comp17588_c0_seq1_m.9647
Mannua_Huetti.5169.nuc comp17589_c0_seq1_m.37542
Mannua_Huetti.517.nuc comp109918_c0_seq1_m.13101
Mannua_Huetti.5170.nuc comp17590_c2_seq1_m.29541
Mannua_Huetti.5171.nuc comp17591_c0_seq1_m.17093
Mannua_Huetti.5172.nuc comp17592_c0_seq1_m.21242
Mannua_Huetti.5173.nuc comp17593_c0_seq1_m.31211
Mannua_Huetti.5174.nuc comp17594_c0_seq1_m.30452
Mannua_Huetti.5175.nuc comp17595_c0_seq2_m.16926
Mannua_Huetti.5176.nuc comp17597_c0_seq1_m.39172
Mannua_Huetti.5177.nuc comp17598_c0_seq1_m.16586
Mannua_Huetti.5178.nuc comp17600_c0_seq1_m.9652
Mannua_Huetti.5179.nuc comp17603_c1_seq1_m.25225
Mannua_Huetti.518.nuc comp10991_c0_seq1_m.26424
Mannua_Huetti.5180.nuc comp17604_c1_seq1_m.18521
Mannua_Huetti.5181.nuc comp17608_c0_seq2_m.26051
Mannua_Huetti.5182.nuc comp17609_c0_seq1_m.9655
Mannua_Huetti.5183.nuc comp17610_c0_seq1_m.9656
Mannua_Huetti.5184.nuc comp17612_c0_seq1_m.28875
Mannua_Huetti.5185.nuc comp17613_c0_seq1_m.9657
Mannua_Huetti.5186.nuc comp17614_c0_seq1_m.9658
Mannua_Huetti.5187.nuc comp17615_c0_seq10_m.20031
Mannua_Huetti.5188.nuc comp17616_c0_seq2_m.18229
Mannua_Huetti.5189.nuc comp17617_c0_seq1_m.9661
Mannua_Huetti.519.nuc comp10993_c0_seq1_m.5167
Mannua_Huetti.5190.nuc comp17618_c0_seq1_m.9662
Mannua_Huetti.5191.nuc comp17619_c0_seq1_m.38991
Mannua_Huetti.5192.nuc comp17620_c0_seq1_m.17092
Mannua_Huetti.5193.nuc comp17621_c0_seq1_m.32250
Mannua_Huetti.5194.nuc comp17622_c0_seq2_m.18381
Mannua_Huetti.5195.nuc comp17623_c0_seq1_m.22596
Mannua_Huetti.5196.nuc comp17624_c0_seq1_m.20514
Mannua_Huetti.5197.nuc comp17625_c0_seq1_m.9663
Mannua_Huetti.5198.nuc comp17626_c0_seq1_m.38359
Mannua_Huetti.5199.nuc comp17626_c1_seq1_m.38358
Mannua_Huetti.52.nuc comp10106_c0_seq2_m.34944
Mannua_Huetti.520.nuc comp10994_c0_seq1_m.29039
Mannua_Huetti.5200.nuc comp17627_c0_seq1_m.9664
Mannua_Huetti.5201.nuc comp17629_c0_seq1_m.15402
Mannua_Huetti.5202.nuc comp17629_c0_seq1_m.15403
Mannua_Huetti.5203.nuc comp17630_c0_seq1_m.9666
Mannua_Huetti.5204.nuc comp17631_c0_seq1_m.9667
Mannua_Huetti.5205.nuc comp17632_c0_seq1_m.17349
Mannua_Huetti.5206.nuc comp17633_c0_seq1_m.9668
Mannua_Huetti.5207.nuc comp17635_c0_seq1_m.9671
Mannua_Huetti.5208.nuc comp17636_c0_seq16_m.22878
Mannua_Huetti.5209.nuc comp17637_c0_seq4_m.18270
Mannua_Huetti.521.nuc comp10995_c0_seq1_m.5168
Mannua_Huetti.5210.nuc comp17638_c0_seq1_m.9672
Mannua_Huetti.5211.nuc comp17640_c0_seq1_m.9673
Mannua_Huetti.5212.nuc comp17641_c0_seq1_m.9674
Mannua_Huetti.5213.nuc comp17644_c0_seq1_m.9677
Mannua_Huetti.5214.nuc comp17645_c0_seq1_m.25212
Mannua_Huetti.5215.nuc comp17646_c0_seq1_m.9678
Mannua_Huetti.5216.nuc comp17647_c0_seq2_m.30373
Mannua_Huetti.5217.nuc comp17648_c0_seq1_m.36930
Mannua_Huetti.5218.nuc comp17649_c0_seq2_m.29550
Mannua_Huetti.5219.nuc comp17651_c0_seq1_m.9679
Mannua_Huetti.522.nuc comp10996_c0_seq1_m.5169
Mannua_Huetti.5220.nuc comp17653_c0_seq1_m.9680
Mannua_Huetti.5221.nuc comp17657_c0_seq7_m.28780
Mannua_Huetti.5222.nuc comp17658_c0_seq1_m.9686
Mannua_Huetti.5223.nuc comp17659_c0_seq1_m.9688
Mannua_Huetti.5224.nuc comp17660_c0_seq1_m.26575
Mannua_Huetti.5225.nuc comp176615_c0_seq1_m.14506
Mannua_Huetti.5226.nuc comp17661_c0_seq1_m.9689
Mannua_Huetti.5227.nuc comp17662_c0_seq3_m.34607
Mannua_Huetti.5228.nuc comp17663_c0_seq5_m.25789
Mannua_Huetti.5229.nuc comp17664_c0_seq1_m.26326
Mannua_Huetti.523.nuc comp10998_c1_seq1_m.26948
Mannua_Huetti.5230.nuc comp17665_c0_seq1_m.22708
Mannua_Huetti.5231.nuc comp17667_c0_seq1_m.9691
Mannua_Huetti.5232.nuc comp17668_c0_seq1_m.9692
Mannua_Huetti.5233.nuc comp17669_c0_seq3_m.21642
Mannua_Huetti.5234.nuc comp17670_c0_seq1_m.9694
Mannua_Huetti.5235.nuc comp17671_c0_seq1_m.15986
Mannua_Huetti.5236.nuc comp17673_c0_seq3_m.16214
Mannua_Huetti.5237.nuc comp17673_c0_seq6_m.16211
Mannua_Huetti.5238.nuc comp17673_c0_seq8_m.16212
Mannua_Huetti.5239.nuc comp17676_c0_seq1_m.9695
Mannua_Huetti.524.nuc comp10998_c1_seq1_m.26949
Mannua_Huetti.5240.nuc comp17677_c0_seq1_m.15281
Mannua_Huetti.5241.nuc comp17679_c0_seq1_m.9696
Mannua_Huetti.5242.nuc comp17680_c0_seq1_m.9697
Mannua_Huetti.5243.nuc comp17681_c0_seq1_m.9698
Mannua_Huetti.5244.nuc comp17682_c0_seq1_m.9700
Mannua_Huetti.5245.nuc comp17683_c0_seq3_m.36745
Mannua_Huetti.5246.nuc comp17685_c0_seq2_m.19805
Mannua_Huetti.5247.nuc comp17689_c0_seq1_m.9702
Mannua_Huetti.5248.nuc comp17691_c0_seq1_m.23878
Mannua_Huetti.5249.nuc comp17693_c0_seq1_m.9704
Mannua_Huetti.525.nuc comp11003_c0_seq1_m.5173
Mannua_Huetti.5250.nuc comp17694_c0_seq1_m.9705
Mannua_Huetti.5251.nuc comp17695_c0_seq6_m.30628
Mannua_Huetti.5252.nuc comp17696_c0_seq3_m.23356
Mannua_Huetti.5253.nuc comp17697_c0_seq1_m.26095
Mannua_Huetti.5254.nuc comp17697_c0_seq3_m.26096
Mannua_Huetti.5255.nuc comp17699_c0_seq1_m.9707
Mannua_Huetti.5256.nuc comp17700_c0_seq1_m.9710
Mannua_Huetti.5257.nuc comp17701_c0_seq2_m.28568
Mannua_Huetti.5258.nuc comp17702_c0_seq1_m.9712
Mannua_Huetti.5259.nuc comp17703_c0_seq1_m.9713
Mannua_Huetti.526.nuc comp11004_c0_seq1_m.5174
Mannua_Huetti.5260.nuc comp17704_c0_seq1_m.9715
Mannua_Huetti.5261.nuc comp17705_c0_seq1_m.23747
Mannua_Huetti.5262.nuc comp17706_c1_seq1_m.19405
Mannua_Huetti.5263.nuc comp17710_c0_seq1_m.32326
Mannua_Huetti.5264.nuc comp17711_c0_seq1_m.9719
Mannua_Huetti.5265.nuc comp17712_c0_seq2_m.33837
Mannua_Huetti.5266.nuc comp17713_c0_seq1_m.24904
Mannua_Huetti.5267.nuc comp17714_c0_seq1_m.25820
Mannua_Huetti.5268.nuc comp17716_c0_seq1_m.36078
Mannua_Huetti.5269.nuc comp17720_c0_seq1_m.32964
Mannua_Huetti.527.nuc comp11005_c0_seq1_m.21419
Mannua_Huetti.5270.nuc comp17722_c0_seq1_m.9727
Mannua_Huetti.5271.nuc comp17724_c0_seq1_m.9728
Mannua_Huetti.5272.nuc comp17725_c0_seq1_m.9729
Mannua_Huetti.5273.nuc comp17726_c0_seq1_m.16571
Mannua_Huetti.5274.nuc comp17727_c0_seq1_m.9730
Mannua_Huetti.5275.nuc comp17729_c0_seq1_m.9731
Mannua_Huetti.5276.nuc comp17730_c0_seq1_m.33072
Mannua_Huetti.5277.nuc comp17735_c0_seq1_m.30292
Mannua_Huetti.5278.nuc comp17736_c0_seq1_m.9736
Mannua_Huetti.5279.nuc comp17737_c0_seq1_m.24805
Mannua_Huetti.528.nuc comp11006_c1_seq1_m.30055
Mannua_Huetti.5280.nuc comp17742_c0_seq1_m.9737
Mannua_Huetti.5281.nuc comp17744_c0_seq1_m.9738
Mannua_Huetti.5282.nuc comp17745_c0_seq1_m.9739
Mannua_Huetti.5283.nuc comp17746_c0_seq1_m.21042
Mannua_Huetti.5284.nuc comp17747_c0_seq1_m.9742
Mannua_Huetti.5285.nuc comp17750_c0_seq1_m.9743
Mannua_Huetti.5286.nuc comp17751_c0_seq1_m.34831
Mannua_Huetti.5287.nuc comp17752_c0_seq3_m.28512
Mannua_Huetti.5288.nuc comp17753_c0_seq1_m.9744
Mannua_Huetti.5289.nuc comp17755_c0_seq1_m.9745
Mannua_Huetti.529.nuc comp11007_c0_seq2_m.32510
Mannua_Huetti.5290.nuc comp17755_c0_seq1_m.9746
Mannua_Huetti.5291.nuc comp17756_c0_seq1_m.18871
Mannua_Huetti.5292.nuc comp17757_c0_seq1_m.19923
Mannua_Huetti.5293.nuc comp17759_c0_seq1_m.21562
Mannua_Huetti.5294.nuc comp17760_c0_seq1_m.27469
Mannua_Huetti.5295.nuc comp17761_c0_seq1_m.27074
Mannua_Huetti.5296.nuc comp17763_c0_seq8_m.19205
Mannua_Huetti.5297.nuc comp17764_c0_seq1_m.37824
Mannua_Huetti.5298.nuc comp17765_c0_seq1_m.21890
Mannua_Huetti.5299.nuc comp17766_c0_seq1_m.21706
Mannua_Huetti.53.nuc comp10110_c0_seq2_m.16116
Mannua_Huetti.530.nuc comp11008_c0_seq1_m.5175
Mannua_Huetti.5300.nuc comp17767_c0_seq1_m.9751
Mannua_Huetti.5301.nuc comp17768_c0_seq1_m.9752
Mannua_Huetti.5302.nuc comp17769_c0_seq1_m.9753
Mannua_Huetti.5303.nuc comp17770_c0_seq4_m.29720
Mannua_Huetti.5304.nuc comp17770_c0_seq8_m.29723
Mannua_Huetti.5305.nuc comp17770_c0_seq9_m.29724
Mannua_Huetti.5306.nuc comp17771_c0_seq1_m.36069
Mannua_Huetti.5307.nuc comp17772_c0_seq1_m.37096
Mannua_Huetti.5308.nuc comp17773_c0_seq1_m.29317
Mannua_Huetti.5309.nuc comp17774_c0_seq1_m.19503
Mannua_Huetti.531.nuc comp11009_c0_seq4_m.38063
Mannua_Huetti.5310.nuc comp17774_c0_seq5_m.19507
Mannua_Huetti.5311.nuc comp17775_c0_seq1_m.9755
Mannua_Huetti.5312.nuc comp17776_c0_seq1_m.9757
Mannua_Huetti.5313.nuc comp17777_c0_seq1_m.18372
Mannua_Huetti.5314.nuc comp17780_c0_seq1_m.33342
Mannua_Huetti.5315.nuc comp17781_c0_seq1_m.32787
Mannua_Huetti.5316.nuc comp17783_c0_seq1_m.27802
Mannua_Huetti.5317.nuc comp17784_c0_seq1_m.19029
Mannua_Huetti.5318.nuc comp17785_c0_seq1_m.37001
Mannua_Huetti.5319.nuc comp17786_c0_seq1_m.33741
Mannua_Huetti.532.nuc comp11010_c0_seq1_m.17069
Mannua_Huetti.5320.nuc comp17789_c0_seq1_m.9762
Mannua_Huetti.5321.nuc comp17791_c0_seq1_m.19463
Mannua_Huetti.5322.nuc comp17792_c0_seq1_m.9765
Mannua_Huetti.5323.nuc comp17793_c0_seq1_m.27438
Mannua_Huetti.5324.nuc comp17794_c0_seq1_m.37035
Mannua_Huetti.5325.nuc comp17797_c0_seq1_m.9768
Mannua_Huetti.5326.nuc comp17799_c0_seq3_m.33726
Mannua_Huetti.5327.nuc comp17800_c0_seq1_m.9770
Mannua_Huetti.5328.nuc comp17801_c0_seq1_m.9771
Mannua_Huetti.5329.nuc comp17802_c0_seq1_m.9772
Mannua_Huetti.533.nuc comp11010_c0_seq1_m.17070
Mannua_Huetti.5330.nuc comp17803_c0_seq1_m.37511
Mannua_Huetti.5331.nuc comp17804_c1_seq1_m.36590
Mannua_Huetti.5332.nuc comp17805_c0_seq1_m.23412
Mannua_Huetti.5333.nuc comp17809_c1_seq1_m.37026
Mannua_Huetti.5334.nuc comp17810_c0_seq1_m.22165
Mannua_Huetti.5335.nuc comp17812_c0_seq1_m.9778
Mannua_Huetti.5336.nuc comp17813_c0_seq1_m.9780
Mannua_Huetti.5337.nuc comp17814_c0_seq1_m.9782
Mannua_Huetti.5338.nuc comp17815_c0_seq1_m.30171
Mannua_Huetti.5339.nuc comp17816_c0_seq1_m.19823
Mannua_Huetti.534.nuc comp11010_c0_seq3_m.17073
Mannua_Huetti.5340.nuc comp17818_c0_seq1_m.9783
Mannua_Huetti.5341.nuc comp17819_c0_seq1_m.38371
Mannua_Huetti.5342.nuc comp17819_c1_seq1_m.38370
Mannua_Huetti.5343.nuc comp17821_c0_seq1_m.9785
Mannua_Huetti.5344.nuc comp17822_c0_seq1_m.9786
Mannua_Huetti.5345.nuc comp17823_c0_seq1_m.28685
Mannua_Huetti.5346.nuc comp17824_c0_seq1_m.9787
Mannua_Huetti.5347.nuc comp17825_c0_seq1_m.9790
Mannua_Huetti.5348.nuc comp17827_c0_seq1_m.9793
Mannua_Huetti.5349.nuc comp17828_c0_seq1_m.30397
Mannua_Huetti.535.nuc comp11012_c0_seq3_m.34429
Mannua_Huetti.5350.nuc comp17829_c0_seq1_m.18216
Mannua_Huetti.5351.nuc comp17831_c0_seq1_m.34267
Mannua_Huetti.5352.nuc comp17833_c0_seq1_m.25180
Mannua_Huetti.5353.nuc comp17834_c0_seq1_m.20615
Mannua_Huetti.5354.nuc comp17835_c0_seq1_m.9794
Mannua_Huetti.5355.nuc comp17837_c0_seq1_m.16891
Mannua_Huetti.5356.nuc comp17838_c0_seq1_m.36944
Mannua_Huetti.5357.nuc comp17839_c1_seq1_m.31169
Mannua_Huetti.5358.nuc comp17840_c0_seq2_m.16131
Mannua_Huetti.5359.nuc comp17841_c0_seq1_m.35574
Mannua_Huetti.536.nuc comp11014_c0_seq1_m.5176
Mannua_Huetti.5360.nuc comp17842_c0_seq1_m.9795
Mannua_Huetti.5361.nuc comp17843_c0_seq1_m.9796
Mannua_Huetti.5362.nuc comp17844_c0_seq2_m.18253
Mannua_Huetti.5363.nuc comp17845_c0_seq1_m.20083
Mannua_Huetti.5364.nuc comp17848_c0_seq1_m.20042
Mannua_Huetti.5365.nuc comp17851_c0_seq1_m.36440
Mannua_Huetti.5366.nuc comp17852_c0_seq1_m.9800
Mannua_Huetti.5367.nuc comp17853_c0_seq1_m.9803
Mannua_Huetti.5368.nuc comp17856_c0_seq1_m.9804
Mannua_Huetti.5369.nuc comp17857_c0_seq1_m.9805
Mannua_Huetti.537.nuc comp11015_c0_seq1_m.5177
Mannua_Huetti.5370.nuc comp17858_c0_seq1_m.9807
Mannua_Huetti.5371.nuc comp17859_c0_seq1_m.20330
Mannua_Huetti.5372.nuc comp17860_c0_seq1_m.27820
Mannua_Huetti.5373.nuc comp17861_c0_seq1_m.36707
Mannua_Huetti.5374.nuc comp17861_c0_seq3_m.36714
Mannua_Huetti.5375.nuc comp17861_c0_seq7_m.36709
Mannua_Huetti.5376.nuc comp17862_c0_seq1_m.9808
Mannua_Huetti.5377.nuc comp17865_c0_seq1_m.27622
Mannua_Huetti.5378.nuc comp17866_c0_seq1_m.9810
Mannua_Huetti.5379.nuc comp17867_c0_seq1_m.9811
Mannua_Huetti.538.nuc comp11016_c0_seq1_m.17536
Mannua_Huetti.5380.nuc comp17869_c0_seq1_m.9812
Mannua_Huetti.5381.nuc comp17870_c0_seq1_m.23367
Mannua_Huetti.5382.nuc comp17871_c0_seq1_m.36822
Mannua_Huetti.5383.nuc comp17872_c0_seq1_m.9813
Mannua_Huetti.5384.nuc comp17873_c0_seq1_m.9814
Mannua_Huetti.5385.nuc comp17875_c0_seq4_m.35471
Mannua_Huetti.5386.nuc comp17876_c0_seq1_m.30677
Mannua_Huetti.5387.nuc comp17879_c0_seq1_m.16964
Mannua_Huetti.5388.nuc comp17880_c0_seq1_m.9816
Mannua_Huetti.5389.nuc comp17881_c0_seq2_m.37801
Mannua_Huetti.539.nuc comp11017_c1_seq1_m.25802
Mannua_Huetti.5390.nuc comp17883_c0_seq1_m.9818
Mannua_Huetti.5391.nuc comp17885_c0_seq1_m.9819
Mannua_Huetti.5392.nuc comp17886_c0_seq1_m.20528
Mannua_Huetti.5393.nuc comp17888_c0_seq1_m.24211
Mannua_Huetti.5394.nuc comp17890_c0_seq1_m.9820
Mannua_Huetti.5395.nuc comp17891_c0_seq1_m.9821
Mannua_Huetti.5396.nuc comp17892_c0_seq3_m.35488
Mannua_Huetti.5397.nuc comp17895_c0_seq1_m.15850
Mannua_Huetti.5398.nuc comp17897_c0_seq1_m.9831
Mannua_Huetti.5399.nuc comp17898_c0_seq1_m.38654
Mannua_Huetti.54.nuc comp10112_c0_seq1_m.4567
Mannua_Huetti.540.nuc comp11021_c0_seq1_m.5178
Mannua_Huetti.5400.nuc comp17899_c0_seq1_m.27499
Mannua_Huetti.5401.nuc comp17900_c0_seq1_m.21688
Mannua_Huetti.5402.nuc comp17901_c0_seq1_m.30749
Mannua_Huetti.5403.nuc comp17902_c0_seq1_m.15387
Mannua_Huetti.5404.nuc comp17903_c0_seq1_m.28547
Mannua_Huetti.5405.nuc comp17903_c0_seq3_m.28550
Mannua_Huetti.5406.nuc comp17909_c0_seq1_m.26408
Mannua_Huetti.5407.nuc comp17909_c0_seq2_m.26409
Mannua_Huetti.5408.nuc comp17910_c0_seq1_m.23676
Mannua_Huetti.5409.nuc comp17912_c0_seq1_m.9833
Mannua_Huetti.541.nuc comp11022_c0_seq1_m.5179
Mannua_Huetti.5410.nuc comp17914_c0_seq1_m.34925
Mannua_Huetti.5411.nuc comp17915_c0_seq1_m.9834
Mannua_Huetti.5412.nuc comp17917_c0_seq1_m.24620
Mannua_Huetti.5413.nuc comp17920_c0_seq2_m.17208
Mannua_Huetti.5414.nuc comp17921_c0_seq1_m.17131
Mannua_Huetti.5415.nuc comp17922_c0_seq1_m.34619
Mannua_Huetti.5416.nuc comp17922_c0_seq2_m.34621
Mannua_Huetti.5417.nuc comp17923_c0_seq1_m.36505
Mannua_Huetti.5418.nuc comp17923_c0_seq4_m.36504
Mannua_Huetti.5419.nuc comp17924_c0_seq2_m.37066
Mannua_Huetti.542.nuc comp11023_c0_seq1_m.5181
Mannua_Huetti.5420.nuc comp17925_c0_seq1_m.9836
Mannua_Huetti.5421.nuc comp17926_c0_seq1_m.32436
Mannua_Huetti.5422.nuc comp17927_c0_seq1_m.23428
Mannua_Huetti.5423.nuc comp17929_c0_seq1_m.9837
Mannua_Huetti.5424.nuc comp17930_c0_seq3_m.17495
Mannua_Huetti.5425.nuc comp17931_c0_seq1_m.33793
Mannua_Huetti.5426.nuc comp17932_c0_seq1_m.18570
Mannua_Huetti.5427.nuc comp17934_c0_seq1_m.31726
Mannua_Huetti.5428.nuc comp17935_c0_seq5_m.26821
Mannua_Huetti.5429.nuc comp17936_c0_seq3_m.26663
Mannua_Huetti.543.nuc comp11025_c0_seq2_m.36281
Mannua_Huetti.5430.nuc comp17937_c0_seq1_m.9841
Mannua_Huetti.5431.nuc comp17939_c0_seq1_m.17100
Mannua_Huetti.5432.nuc comp17940_c0_seq9_m.20122
Mannua_Huetti.5433.nuc comp17941_c1_seq1_m.17877
Mannua_Huetti.5434.nuc comp17942_c0_seq1_m.9842
Mannua_Huetti.5435.nuc comp17943_c0_seq1_m.34825
Mannua_Huetti.5436.nuc comp17944_c0_seq1_m.26746
Mannua_Huetti.5437.nuc comp17945_c0_seq1_m.23499
Mannua_Huetti.5438.nuc comp17946_c0_seq1_m.17003
Mannua_Huetti.5439.nuc comp17947_c0_seq1_m.15266
Mannua_Huetti.544.nuc comp11028_c0_seq1_m.28649
Mannua_Huetti.5440.nuc comp17949_c0_seq1_m.25417
Mannua_Huetti.5441.nuc comp17950_c0_seq1_m.17674
Mannua_Huetti.5442.nuc comp17950_c0_seq2_m.17676
Mannua_Huetti.5443.nuc comp17952_c0_seq1_m.16742
Mannua_Huetti.5444.nuc comp17952_c0_seq1_m.16743
Mannua_Huetti.5445.nuc comp17953_c0_seq1_m.25721
Mannua_Huetti.5446.nuc comp17953_c1_seq1_m.25722
Mannua_Huetti.5447.nuc comp17953_c1_seq1_m.25723
Mannua_Huetti.5448.nuc comp17954_c0_seq1_m.21281
Mannua_Huetti.5449.nuc comp17956_c0_seq2_m.25176
Mannua_Huetti.545.nuc comp11031_c0_seq1_m.5182
Mannua_Huetti.5450.nuc comp17957_c0_seq1_m.9843
Mannua_Huetti.5451.nuc comp17958_c0_seq1_m.23158
Mannua_Huetti.5452.nuc comp17960_c0_seq1_m.9844
Mannua_Huetti.5453.nuc comp17961_c0_seq1_m.9845
Mannua_Huetti.5454.nuc comp17962_c0_seq3_m.39142
Mannua_Huetti.5455.nuc comp17963_c0_seq1_m.15595
Mannua_Huetti.5456.nuc comp17965_c0_seq1_m.9846
Mannua_Huetti.5457.nuc comp17968_c0_seq1_m.23528
Mannua_Huetti.5458.nuc comp17969_c0_seq1_m.25620
Mannua_Huetti.5459.nuc comp17970_c0_seq1_m.35951
Mannua_Huetti.546.nuc comp11037_c0_seq1_m.5186
Mannua_Huetti.5460.nuc comp17970_c0_seq1_m.35952
Mannua_Huetti.5461.nuc comp17971_c0_seq1_m.29505
Mannua_Huetti.5462.nuc comp17972_c0_seq2_m.33878
Mannua_Huetti.5463.nuc comp17974_c0_seq1_m.9853
Mannua_Huetti.5464.nuc comp17975_c0_seq1_m.9855
Mannua_Huetti.5465.nuc comp17976_c0_seq1_m.9856
Mannua_Huetti.5466.nuc comp17977_c0_seq1_m.9858
Mannua_Huetti.5467.nuc comp17980_c0_seq1_m.9860
Mannua_Huetti.5468.nuc comp17981_c0_seq2_m.37708
Mannua_Huetti.5469.nuc comp17981_c0_seq3_m.37707
Mannua_Huetti.547.nuc comp11038_c0_seq1_m.5188
Mannua_Huetti.5470.nuc comp17982_c0_seq5_m.25936
Mannua_Huetti.5471.nuc comp17983_c0_seq1_m.9862
Mannua_Huetti.5472.nuc comp17984_c0_seq1_m.15972
Mannua_Huetti.5473.nuc comp17986_c0_seq1_m.30007
Mannua_Huetti.5474.nuc comp17987_c0_seq1_m.9863
Mannua_Huetti.5475.nuc comp17989_c0_seq1_m.9865
Mannua_Huetti.5476.nuc comp17991_c0_seq1_m.9867
Mannua_Huetti.5477.nuc comp17992_c0_seq1_m.31619
Mannua_Huetti.5478.nuc comp17993_c0_seq1_m.9869
Mannua_Huetti.5479.nuc comp17995_c0_seq1_m.38546
Mannua_Huetti.548.nuc comp11039_c0_seq1_m.5189
Mannua_Huetti.5480.nuc comp179967_c0_seq1_m.14532
Mannua_Huetti.5481.nuc comp17996_c0_seq1_m.22931
Mannua_Huetti.5482.nuc comp17997_c0_seq1_m.9871
Mannua_Huetti.5483.nuc comp18000_c0_seq1_m.24527
Mannua_Huetti.5484.nuc comp18001_c0_seq1_m.25760
Mannua_Huetti.5485.nuc comp18002_c0_seq2_m.17144
Mannua_Huetti.5486.nuc comp18003_c0_seq1_m.9872
Mannua_Huetti.5487.nuc comp18005_c0_seq1_m.23800
Mannua_Huetti.5488.nuc comp18006_c0_seq1_m.9873
Mannua_Huetti.5489.nuc comp18007_c0_seq1_m.23634
Mannua_Huetti.549.nuc comp11042_c0_seq1_m.5192
Mannua_Huetti.5490.nuc comp18008_c0_seq1_m.9874
Mannua_Huetti.5491.nuc comp18011_c0_seq1_m.30439
Mannua_Huetti.5492.nuc comp18012_c0_seq1_m.9875
Mannua_Huetti.5493.nuc comp18014_c0_seq2_m.22295
Mannua_Huetti.5494.nuc comp18015_c1_seq1_m.30073
Mannua_Huetti.5495.nuc comp18017_c0_seq1_m.9878
Mannua_Huetti.5496.nuc comp18018_c0_seq3_m.31953
Mannua_Huetti.5497.nuc comp18019_c1_seq2_m.28892
Mannua_Huetti.5498.nuc comp18020_c0_seq1_m.9879
Mannua_Huetti.5499.nuc comp18021_c0_seq1_m.9881
Mannua_Huetti.55.nuc comp10114_c0_seq1_m.23841
Mannua_Huetti.550.nuc comp11043_c0_seq1_m.5194
Mannua_Huetti.5500.nuc comp18023_c0_seq1_m.9882
Mannua_Huetti.5501.nuc comp18024_c0_seq1_m.26604
Mannua_Huetti.5502.nuc comp18025_c0_seq1_m.9884
Mannua_Huetti.5503.nuc comp18026_c0_seq1_m.30024
Mannua_Huetti.5504.nuc comp18027_c0_seq1_m.9886
Mannua_Huetti.5505.nuc comp18028_c0_seq1_m.16468
Mannua_Huetti.5506.nuc comp18029_c0_seq1_m.17435
Mannua_Huetti.5507.nuc comp18029_c0_seq1_m.17436
Mannua_Huetti.5508.nuc comp18030_c0_seq1_m.34808
Mannua_Huetti.5509.nuc comp18030_c0_seq3_m.34811
Mannua_Huetti.551.nuc comp11046_c0_seq1_m.37425
Mannua_Huetti.5510.nuc comp18031_c0_seq1_m.9887
Mannua_Huetti.5511.nuc comp18032_c0_seq2_m.27763
Mannua_Huetti.5512.nuc comp18035_c0_seq1_m.9889
Mannua_Huetti.5513.nuc comp18037_c0_seq1_m.36390
Mannua_Huetti.5514.nuc comp18038_c0_seq1_m.9894
Mannua_Huetti.5515.nuc comp18039_c0_seq1_m.32255
Mannua_Huetti.5516.nuc comp18040_c0_seq1_m.9896
Mannua_Huetti.5517.nuc comp18041_c0_seq1_m.9897
Mannua_Huetti.5518.nuc comp18042_c0_seq2_m.37657
Mannua_Huetti.5519.nuc comp18045_c0_seq1_m.30761
Mannua_Huetti.552.nuc comp11048_c0_seq1_m.5197
Mannua_Huetti.5520.nuc comp18046_c0_seq1_m.9900
Mannua_Huetti.5521.nuc comp18047_c0_seq1_m.9901
Mannua_Huetti.5522.nuc comp18048_c0_seq1_m.16474
Mannua_Huetti.5523.nuc comp18049_c0_seq2_m.32635
Mannua_Huetti.5524.nuc comp18050_c0_seq1_m.9904
Mannua_Huetti.5525.nuc comp18051_c0_seq1_m.24230
Mannua_Huetti.5526.nuc comp18053_c0_seq1_m.27635
Mannua_Huetti.5527.nuc comp18053_c1_seq1_m.27636
Mannua_Huetti.5528.nuc comp18054_c0_seq1_m.9905
Mannua_Huetti.5529.nuc comp18056_c0_seq2_m.31065
Mannua_Huetti.553.nuc comp11049_c0_seq1_m.35127
Mannua_Huetti.5530.nuc comp18057_c0_seq2_m.33003
Mannua_Huetti.5531.nuc comp18058_c0_seq2_m.32269
Mannua_Huetti.5532.nuc comp18059_c0_seq1_m.9907
Mannua_Huetti.5533.nuc comp18061_c0_seq1_m.16404
Mannua_Huetti.5534.nuc comp18062_c0_seq1_m.30173
Mannua_Huetti.5535.nuc comp18064_c0_seq2_m.36650
Mannua_Huetti.5536.nuc comp18065_c0_seq2_m.38294
Mannua_Huetti.5537.nuc comp18066_c0_seq1_m.34501
Mannua_Huetti.5538.nuc comp18066_c0_seq7_m.34506
Mannua_Huetti.5539.nuc comp18069_c0_seq1_m.9910
Mannua_Huetti.554.nuc comp11051_c0_seq1_m.36419
Mannua_Huetti.5540.nuc comp18070_c0_seq1_m.9911
Mannua_Huetti.5541.nuc comp18074_c1_seq1_m.28285
Mannua_Huetti.5542.nuc comp18075_c0_seq1_m.9913
Mannua_Huetti.5543.nuc comp18076_c0_seq1_m.36550
Mannua_Huetti.5544.nuc comp18077_c0_seq1_m.9915
Mannua_Huetti.5545.nuc comp18078_c0_seq1_m.9918
Mannua_Huetti.5546.nuc comp18079_c0_seq1_m.9920
Mannua_Huetti.5547.nuc comp18080_c0_seq1_m.9922
