CHROM	sites	length	PI
comp17959_c0_seq1_m.28998	1	1074	0.000931098696461825
comp17959_c0_seq2_m.29000	0	1089	0
comp17960_c0_seq1_m.9844	1	2463	0.000406008932196508
comp17961_c0_seq1_m.9845	52	1200	0.0433333333333333
comp17962_c0_seq1_m.39138	28	1935	0.0144702842377261
comp17962_c0_seq3_m.39142	6	1800	0.00333333333333333
comp17964_c0_seq1_m.26205	16	1068	0.0149812734082397
comp17964_c0_seq2_m.26204	4	393	0.0101781170483461
comp17965_c0_seq1_m.9846	41	1047	0.0391595033428844
comp17966_c0_seq1_m.9848	17	2133	0.00796999531176746
comp17967_c0_seq1_m.19639	34	1845	0.0184281842818428
comp17969_c0_seq1_m.25620	14	2019	0.00693412580485389
comp17970_c0_seq1_m.35951	8	927	0.00862998921251348
comp17970_c0_seq1_m.35952	28	603	0.0464344941956882
comp17973_c0_seq1_m.9849	14	1704	0.00821596244131455
comp17973_c0_seq1_m.9851	2	312	0.00641025641025641
comp17973_c0_seq1_m.9852	3	309	0.00970873786407767
comp17974_c0_seq1_m.9853	23	1854	0.0124056094929881
comp17975_c0_seq1_m.9855	0	1329	0
comp17976_c0_seq1_m.9856	18	2295	0.00784313725490196
comp17977_c0_seq1_m.9858	12	1287	0.00932400932400932
comp17978_c0_seq1_m.27228	17	2313	0.00734976221357544
comp17978_c0_seq2_m.27227	6	1275	0.00470588235294118
comp17979_c0_seq1_m.33095	36	1059	0.0339943342776204
comp17979_c0_seq2_m.33096	65	1101	0.0590372388737511
comp17979_c0_seq3_m.33097	0	798	0
comp17979_c0_seq6_m.33098	0	444	0
comp17980_c0_seq1_m.9860	13	1671	0.00777977259126272
comp17981_c0_seq1_m.37705	3	489	0.00613496932515337
comp17981_c0_seq3_m.37707	2	1242	0.00161030595813205
comp17981_c0_seq6_m.37712	0	1182	0
comp17982_c0_seq3_m.25937	12	816	0.0147058823529412
comp17982_c0_seq5_m.25936	1	1014	0.000986193293885602
comp17983_c0_seq1_m.9862	18	2160	0.00833333333333333
comp17984_c0_seq1_m.15972	29	2655	0.0109227871939736
comp17985_c0_seq1_m.29512	1	930	0.0010752688172043
comp17986_c0_seq1_m.30007	25	993	0.0251762336354481
comp17986_c0_seq3_m.30010	5	615	0.00813008130081301
comp17986_c1_seq1_m.30011	4	597	0.0067001675041876
comp17987_c0_seq1_m.9863	16	1923	0.00832033281331253
comp17988_c0_seq2_m.29267	12	1656	0.0072463768115942
comp17989_c0_seq1_m.9865	2	2400	0.000833333333333333
comp17991_c0_seq1_m.9867	11	1068	0.0102996254681648
comp17991_c0_seq1_m.9868	3	528	0.00568181818181818
comp17993_c0_seq1_m.9869	12	2289	0.00524246395806029
comp17995_c0_seq1_m.38546	23	1230	0.0186991869918699
comp179967_c0_seq1_m.14532	0	399	0
comp17996_c0_seq1_m.22931	0	714	0
comp17996_c0_seq3_m.22932	19	1062	0.0178907721280603
comp17996_c0_seq6_m.22933	3	489	0.00613496932515337
comp17997_c0_seq1_m.9871	0	1206	0
comp17998_c0_seq1_m.29495	19	1404	0.0135327635327635
comp17998_c0_seq1_m.29496	3	1281	0.00234192037470726
comp1799_c0_seq1_m.418	0	549	0
comp18000_c0_seq2_m.24529	0	1608	0
comp18001_c0_seq1_m.25760	0	1167	0
comp18002_c0_seq1_m.17143	0	507	0
comp18002_c0_seq2_m.17144	4	996	0.00401606425702811
comp18002_c0_seq7_m.17145	0	315	0
comp18003_c0_seq1_m.9872	18	1005	0.017910447761194
comp18005_c0_seq1_m.23800	19	1254	0.0151515151515152
comp18006_c0_seq1_m.9873	0	1347	0
comp18007_c0_seq1_m.23634	4	1254	0.00318979266347687
comp18008_c0_seq1_m.9874	15	1125	0.0133333333333333
comp18009_c0_seq1_m.32770	1	1341	0.000745712155108128
comp18011_c0_seq1_m.30439	22	1698	0.0129564193168433
comp18012_c0_seq1_m.9875	4	2196	0.00182149362477231
comp18013_c0_seq1_m.31378	2	1917	0.00104329681794471
comp18013_c0_seq2_m.31380	0	1572	0
comp18014_c0_seq1_m.22292	19	2790	0.00681003584229391
comp18014_c0_seq2_m.22295	11	1437	0.00765483646485734
comp18015_c0_seq1_m.30072	11	1533	0.00717547292889759
comp18015_c1_seq1_m.30073	2	1065	0.00187793427230047
comp18015_c1_seq3_m.30075	0	372	0
comp18015_c1_seq4_m.30076	0	372	0
comp18016_c0_seq1_m.32173	0	1002	0
comp18016_c0_seq1_m.32174	0	906	0
comp18016_c0_seq1_m.32175	0	366	0
comp18017_c0_seq1_m.9878	25	1626	0.0153751537515375
comp18019_c1_seq1_m.28890	0	1035	0
comp18019_c1_seq1_m.28891	0	312	0
comp18019_c1_seq2_m.28892	0	1308	0
comp18020_c0_seq1_m.9879	24	2079	0.0115440115440115
comp18021_c0_seq1_m.9881	0	2433	0
comp18022_c0_seq1_m.34690	9	1389	0.00647948164146868
comp18022_c1_seq1_m.34691	10	474	0.0210970464135021
comp18023_c0_seq1_m.9882	41	1839	0.022294725394236
comp18024_c0_seq1_m.26604	3	1863	0.00161030595813205
comp18025_c0_seq1_m.9884	5	3072	0.00162760416666667
comp180263_c0_seq1_m.14536	0	360	0
comp18026_c0_seq1_m.30024	10	6453	0.00154966682163335
comp18027_c0_seq1_m.9886	3	2592	0.00115740740740741
comp18029_c0_seq1_m.17435	2	1449	0.00138026224982747
comp18029_c0_seq1_m.17436	40	1188	0.0336700336700337
comp18030_c0_seq3_m.34811	10	1968	0.00508130081300813
comp18031_c0_seq1_m.9887	22	1944	0.0113168724279835
comp18035_c0_seq1_m.9889	3	2736	0.00109649122807018
comp18035_c0_seq1_m.9890	0	354	0
comp18036_c0_seq1_m.9891	0	2361	0
comp18037_c0_seq1_m.36390	4	1803	0.00221852468108708
comp18037_c0_seq2_m.36393	0	426	0
comp18038_c0_seq1_m.9894	1	2049	0.000488042947779405
comp18039_c0_seq1_m.32255	8	1857	0.00430802369413032
comp18039_c0_seq1_m.32256	0	417	0
comp18039_c0_seq9_m.32262	0	456	0
comp18040_c0_seq1_m.9896	19	1461	0.0130047912388775
comp18041_c0_seq1_m.9897	34	1623	0.0209488601355514
comp18044_c0_seq1_m.29053	0	777	0
comp18044_c0_seq2_m.29055	6	777	0.00772200772200772
comp18045_c0_seq1_m.30761	0	897	0
comp18046_c0_seq1_m.9900	28	1530	0.0183006535947712
comp18047_c0_seq1_m.9901	9	1176	0.0076530612244898
comp18047_c0_seq1_m.9902	1	516	0.00193798449612403
comp18047_c0_seq1_m.9903	5	369	0.013550135501355
comp18048_c0_seq1_m.16474	8	2622	0.0030511060259344
comp18049_c0_seq1_m.32634	0	387	0
comp18049_c0_seq2_m.32635	18	747	0.0240963855421687
comp18049_c1_seq1_m.32636	5	1881	0.0026581605528974
comp18050_c0_seq1_m.9904	17	2394	0.00710108604845447
comp18052_c0_seq1_m.27048	14	1932	0.0072463768115942
comp18053_c0_seq1_m.27635	1	2358	0.000424088210347752
comp18053_c1_seq1_m.27636	23	2514	0.00914876690533015
comp18053_c1_seq1_m.27638	0	348	0
comp18054_c0_seq1_m.9905	0	1623	0
comp18055_c0_seq2_m.29047	6	318	0.0188679245283019
comp18055_c0_seq3_m.29044	53	1002	0.0528942115768463
comp18056_c0_seq3_m.31066	0	594	0
comp18057_c0_seq6_m.33010	0	351	0
comp18057_c0_seq7_m.33001	0	669	0
comp18058_c0_seq2_m.32269	2	3654	0.000547345374931582
comp18059_c0_seq1_m.9907	0	2736	0
comp18060_c0_seq1_m.29604	31	3015	0.0102819237147595
comp18061_c0_seq1_m.16404	19	2325	0.00817204301075269
comp18062_c0_seq1_m.30173	58	915	0.0633879781420765
comp18062_c0_seq2_m.30174	5	351	0.0142450142450142
comp18063_c0_seq1_m.29946	44	1083	0.0406278855032318
comp18064_c0_seq2_m.36650	0	2607	0
comp18065_c0_seq2_m.38294	0	2649	0
comp18065_c0_seq2_m.38295	0	432	0
comp18067_c0_seq1_m.9908	0	2253	0
comp18068_c0_seq1_m.32914	4	582	0.00687285223367698
comp18068_c0_seq2_m.32916	0	507	0
comp18069_c0_seq1_m.9910	10	3201	0.00312402374258044
comp18070_c0_seq1_m.9911	3	1545	0.00194174757281553
comp18072_c0_seq1_m.38159	22	672	0.0327380952380952
comp18072_c0_seq2_m.38160	6	372	0.0161290322580645
comp18074_c1_seq1_m.28285	51	1428	0.0357142857142857
comp18075_c0_seq1_m.9913	24	2097	0.011444921316166
comp18076_c0_seq1_m.36550	14	1710	0.00818713450292398
comp18076_c0_seq1_m.36551	26	360	0.0722222222222222
comp18076_c0_seq3_m.36552	1	1491	0.000670690811535882
comp18077_c0_seq1_m.9915	5	1614	0.00309789343246592
comp18077_c0_seq1_m.9917	0	402	0
comp180785_c0_seq1_m.14538	9	357	0.0252100840336134
comp18078_c0_seq1_m.9918	21	2037	0.0103092783505155
comp18079_c0_seq1_m.9920	0	1548	0
comp18079_c0_seq1_m.9921	3	849	0.00353356890459364
comp18080_c0_seq1_m.9922	19	2205	0.00861678004535147
comp18080_c0_seq1_m.9923	4	792	0.00505050505050505
comp18081_c0_seq22_m.16781	5	1251	0.00399680255795364
comp18081_c0_seq31_m.16786	10	408	0.0245098039215686
comp18082_c0_seq1_m.22777	0	540	0
comp18082_c0_seq1_m.22778	0	318	0
comp18082_c1_seq1_m.22779	5	1896	0.00263713080168776
comp18083_c0_seq1_m.9925	11	1515	0.00726072607260726
comp18083_c0_seq1_m.9926	0	411	0
comp18084_c0_seq1_m.9927	11	3354	0.00327966607036374
comp18086_c0_seq1_m.18755	0	1650	0
comp18088_c0_seq1_m.9929	19	1434	0.0132496513249651
comp18089_c0_seq1_m.9930	2	2901	0.000689417442261289
comp18090_c0_seq1_m.27242	14	1422	0.00984528832630099
comp18091_c0_seq1_m.34207	0	1494	0
comp18093_c0_seq1_m.16708	45	1785	0.0252100840336134
comp18093_c0_seq2_m.16710	1	1611	0.000620732464307883
comp18094_c0_seq2_m.30675	0	1989	0
comp18095_c0_seq1_m.31214	6	699	0.00858369098712446
comp18095_c0_seq1_m.31215	12	573	0.0209424083769634
comp18096_c0_seq1_m.9932	0	2118	0
comp18096_c0_seq1_m.9933	0	906	0
comp18096_c0_seq1_m.9934	0	477	0
comp18096_c0_seq1_m.9936	0	438	0
comp18097_c0_seq1_m.9938	9	3144	0.00286259541984733
comp18097_c0_seq1_m.9939	1	519	0.00192678227360308
comp18098_c0_seq4_m.18493	0	1017	0
comp18099_c0_seq2_m.19701	0	2022	0
comp18100_c0_seq1_m.32218	61	1413	0.043170559094126
comp18100_c0_seq2_m.32219	2	321	0.00623052959501558
comp18101_c0_seq1_m.9940	0	1584	0
comp18103_c0_seq1_m.9944	22	1548	0.0142118863049096
comp18104_c0_seq1_m.20537	0	1095	0
comp18104_c0_seq2_m.20539	3	1653	0.00181488203266788
comp18105_c0_seq1_m.18444	68	1419	0.0479210711768851
comp18105_c1_seq1_m.18445	43	858	0.0501165501165501
comp18106_c0_seq1_m.19568	22	2115	0.0104018912529551
comp18106_c0_seq2_m.19564	11	2085	0.0052757793764988
comp18106_c0_seq3_m.19565	0	1302	0
comp18106_c0_seq3_m.19566	0	771	0
comp18106_c0_seq3_m.19567	0	438	0
comp18107_c0_seq1_m.19355	14	1179	0.0118744698897371
comp18107_c0_seq1_m.19356	17	1029	0.0165208940719145
comp18107_c0_seq1_m.19357	4	411	0.0097323600973236
comp18108_c0_seq1_m.9945	21	1407	0.0149253731343284
comp18109_c0_seq1_m.9947	1	1848	0.000541125541125541
comp18110_c0_seq1_m.38638	0	2739	0
comp18111_c0_seq1_m.9949	22	1308	0.0168195718654434
comp181123_c0_seq1_m.14541	0	339	0
comp18112_c1_seq18_m.36029	12	522	0.0229885057471264
comp18112_c1_seq1_m.36016	0	3534	0
comp18113_c0_seq1_m.30810	2	1752	0.00114155251141553
comp18114_c0_seq2_m.20096	2	1593	0.00125549278091651
comp18114_c0_seq3_m.20097	1	1194	0.000837520938023451
comp18115_c0_seq1_m.9951	6	1674	0.003584229390681
comp18115_c0_seq1_m.9953	3	306	0.00980392156862745
comp18116_c0_seq3_m.30114	14	318	0.0440251572327044
comp18118_c0_seq1_m.9954	3	2151	0.00139470013947001
comp18119_c0_seq1_m.9956	0	1437	0
comp18120_c0_seq1_m.9958	13	2889	0.00449982692973347
comp18121_c0_seq1_m.17423	8	3324	0.00240673886883273
comp18121_c0_seq2_m.17427	38	2835	0.0134038800705467
comp18122_c0_seq1_m.9959	16	1878	0.00851970181043664
comp18123_c0_seq2_m.25236	0	1638	0
comp18125_c0_seq1_m.9960	84	3759	0.0223463687150838
comp18126_c0_seq1_m.26401	0	1554	0
comp18126_c0_seq1_m.26404	0	402	0
comp18126_c0_seq2_m.26406	0	1629	0
comp18128_c1_seq1_m.28731	38	1377	0.027596223674655
comp18129_c0_seq1_m.9961	0	993	0
comp18130_c0_seq1_m.9963	14	1344	0.0104166666666667
comp18131_c0_seq1_m.20091	25	1728	0.0144675925925926
comp18132_c0_seq1_m.18780	123	2757	0.044613710554951
comp18132_c0_seq3_m.18782	0	405	0
comp18133_c0_seq1_m.23766	5	1950	0.00256410256410256
comp18134_c0_seq1_m.34876	0	819	0
comp18134_c0_seq2_m.34878	19	849	0.0223792697290931
comp18135_c0_seq1_m.26278	0	1269	0
comp18136_c0_seq1_m.18963	8	1902	0.00420609884332282
comp18137_c0_seq3_m.26612	3	1293	0.00232018561484919
comp18138_c0_seq1_m.9964	23	7641	0.00301007721502421
comp18139_c0_seq1_m.9968	29	1905	0.0152230971128609
comp1813_c0_seq1_m.419	9	534	0.0168539325842697
comp181405_c0_seq1_m.14543	0	345	0
comp18140_c0_seq1_m.9969	0	2286	0
comp18141_c0_seq1_m.9970	27	2064	0.0130813953488372
comp18142_c0_seq1_m.9971	4	2703	0.00147983721790603
comp18142_c0_seq1_m.9974	1	300	0.00333333333333333
comp18143_c0_seq1_m.15374	3	1074	0.00279329608938547
comp18143_c0_seq2_m.15375	0	1074	0
comp18144_c0_seq1_m.28309	15	1533	0.00978473581213307
comp18146_c0_seq1_m.9975	4	912	0.0043859649122807
comp18146_c0_seq1_m.9976	10	897	0.0111482720178372
comp18147_c0_seq1_m.19175	6	1725	0.00347826086956522
comp18147_c0_seq1_m.19177	1	384	0.00260416666666667
comp18147_c0_seq2_m.19178	8	1722	0.00464576074332172
comp18147_c0_seq2_m.19179	0	330	0
comp18148_c0_seq1_m.9977	13	2040	0.00637254901960784
comp18148_c0_seq1_m.9978	7	669	0.0104633781763827
comp18149_c0_seq2_m.16715	26	753	0.0345285524568393
comp18149_c0_seq2_m.16716	5	342	0.0146198830409357
comp18150_c0_seq1_m.9979	14	1446	0.00968188105117566
comp18152_c0_seq1_m.9980	76	2022	0.0375865479723047
comp18154_c0_seq1_m.9981	16	1602	0.00998751560549313
comp18155_c1_seq2_m.26471	11	1971	0.00558092338914257
comp18156_c0_seq1_m.9982	7	2127	0.00329102021626704
comp18158_c0_seq1_m.33090	26	867	0.0299884659746251
comp18158_c0_seq1_m.33091	5	492	0.0101626016260163
comp18158_c0_seq2_m.33093	15	1569	0.00956022944550669
comp18159_c0_seq1_m.27432	17	4479	0.0037954900647466
comp18159_c0_seq2_m.27434	0	687	0
comp18159_c0_seq3_m.27436	4	2394	0.00167084377610693
comp18160_c0_seq1_m.19731	34	2961	0.0114826072272881
comp18160_c0_seq2_m.19729	0	399	0
comp18162_c1_seq10_m.15968	2	1728	0.00115740740740741
comp18162_c1_seq8_m.15965	0	1818	0
comp18163_c0_seq1_m.16542	0	1734	0
comp18164_c0_seq1_m.19527	46	2547	0.0180604632901453
comp181650_c0_seq1_m.14547	3	354	0.00847457627118644
comp18165_c0_seq1_m.9985	12	4041	0.00296956198960653
comp18165_c0_seq1_m.9987	0	363	0
comp18166_c0_seq1_m.34771	0	1962	0
comp18166_c0_seq2_m.34773	0	1305	0
comp18167_c1_seq1_m.27813	0	1953	0
comp18167_c2_seq1_m.27814	6	351	0.0170940170940171
comp18167_c2_seq2_m.27815	0	477	0
comp18169_c0_seq1_m.29205	5	1041	0.0048030739673391
comp18169_c0_seq2_m.29206	1	1032	0.000968992248062015
comp18170_c0_seq1_m.9988	8	1440	0.00555555555555556
comp18171_c0_seq11_m.27357	45	1617	0.0278293135435993
comp18171_c0_seq5_m.27358	0	456	0
comp18171_c0_seq6_m.27356	0	339	0
comp18172_c0_seq1_m.16667	3	1179	0.00254452926208651
comp18172_c1_seq1_m.16668	18	909	0.0198019801980198
comp18173_c0_seq1_m.9990	10	3753	0.00266453503863576
comp18174_c0_seq3_m.16830	2	351	0.0056980056980057
comp18174_c1_seq13_m.16823	3	1308	0.00229357798165138
comp18174_c1_seq1_m.16818	0	1644	0
comp18174_c1_seq24_m.16864	0	570	0
comp18174_c1_seq26_m.16829	23	375	0.0613333333333333
comp18175_c0_seq1_m.9994	0	1164	0
comp18175_c0_seq1_m.9995	0	306	0
comp18176_c0_seq1_m.9996	15	1473	0.010183299389002
comp18177_c0_seq1_m.33803	0	684	0
comp18177_c1_seq1_m.33805	117	2397	0.048811013767209
comp18177_c1_seq4_m.33807	0	750	0
comp18177_c1_seq5_m.33808	0	714	0
comp18177_c1_seq7_m.33809	0	414	0
comp18177_c1_seq8_m.33804	6	711	0.00843881856540084
comp18178_c0_seq1_m.23967	0	498	0
comp18178_c0_seq2_m.23965	0	939	0
comp18178_c0_seq4_m.23968	0	453	0
comp18178_c0_seq6_m.23970	0	363	0
comp18179_c0_seq1_m.9997	32	1617	0.0197897340754484
comp18179_c0_seq1_m.9998	1	387	0.00258397932816537
comp1817_c0_seq1_m.420	3	708	0.00423728813559322
comp18180_c0_seq2_m.29623	3	921	0.00325732899022801
comp18181_c0_seq1_m.10000	0	510	0
comp18181_c0_seq1_m.10001	1	315	0.00317460317460317
comp18181_c0_seq1_m.9999	2	1038	0.00192678227360308
comp18182_c0_seq1_m.10002	1	2493	0.000401123144805455
comp18183_c0_seq1_m.10004	24	2589	0.00926998841251448
comp18183_c0_seq1_m.10005	4	318	0.0125786163522013
comp18185_c0_seq1_m.35145	2	2028	0.000986193293885602
comp18185_c0_seq3_m.35146	0	1863	0
comp18186_c0_seq1_m.10006	10	2931	0.00341180484476288
comp18186_c0_seq1_m.10007	6	2463	0.00243605359317905
comp18187_c1_seq1_m.17947	3	351	0.00854700854700855
comp18187_c2_seq1_m.17948	2	555	0.0036036036036036
comp18188_c0_seq2_m.22214	0	2175	0
comp18189_c0_seq1_m.16791	0	1140	0
comp18189_c0_seq2_m.16794	18	1659	0.0108499095840868
comp18189_c0_seq3_m.16796	20	1605	0.0124610591900312
comp18190_c0_seq1_m.35769	8	1851	0.00432198811453269
comp18190_c0_seq1_m.35770	1	645	0.00155038759689922
comp18192_c0_seq1_m.26659	14	1200	0.0116666666666667
comp18194_c0_seq13_m.20870	4	840	0.00476190476190476
comp18196_c1_seq9_m.17770	1	837	0.001194743130227
comp18197_c0_seq1_m.17084	1	1095	0.00091324200913242
comp18198_c0_seq1_m.10008	1	2619	0.000381825124093165
comp18199_c0_seq1_m.18541	0	2640	0
comp18199_c0_seq3_m.18545	0	1143	0
comp181_c0_seq1_m.41	10	465	0.021505376344086
comp18200_c0_seq1_m.10009	0	1239	0
comp18201_c0_seq1_m.10010	130	1611	0.0806952203600248
comp18203_c0_seq1_m.23060	0	1530	0
comp18203_c0_seq2_m.23064	0	1533	0
comp18204_c0_seq1_m.16676	28	3156	0.00887198986058302
comp18205_c0_seq1_m.28904	0	1146	0
comp18206_c0_seq1_m.23424	52	993	0.0523665659617321
comp18206_c0_seq2_m.23425	7	441	0.0158730158730159
comp18206_c0_seq3_m.23426	1	384	0.00260416666666667
comp18206_c0_seq4_m.23427	20	336	0.0595238095238095
comp18207_c0_seq1_m.32399	0	3390	0
comp18208_c0_seq1_m.36725	0	1635	0
comp18210_c0_seq10_m.28997	16	1002	0.0159680638722555
comp18211_c0_seq1_m.30101	57	1431	0.039832285115304
comp18212_c0_seq1_m.38865	3	1194	0.00251256281407035
comp18212_c0_seq1_m.38866	3	933	0.00321543408360129
comp18212_c0_seq1_m.38868	1	468	0.00213675213675214
comp18213_c0_seq1_m.10011	1	3009	0.000332336324360253
comp18214_c0_seq1_m.23562	26	1116	0.0232974910394265
comp18215_c0_seq1_m.10013	14	1608	0.00870646766169154
comp18216_c0_seq1_m.10014	4	3717	0.00107613666935701
comp18217_c0_seq1_m.17401	16	2028	0.00788954635108481
comp18219_c0_seq1_m.25246	0	1614	0
comp18219_c0_seq1_m.25247	0	606	0
comp18219_c0_seq2_m.25248	0	1437	0
comp18219_c0_seq2_m.25249	0	606	0
comp18220_c0_seq1_m.10016	0	3357	0
comp18221_c1_seq1_m.24200	1	837	0.001194743130227
comp18222_c0_seq1_m.10017	25	1950	0.0128205128205128
comp18223_c0_seq1_m.10020	2	2592	0.000771604938271605
comp18223_c0_seq1_m.10021	0	300	0
comp18224_c0_seq1_m.10022	26	1050	0.0247619047619048
comp18225_c0_seq1_m.27311	49	2262	0.0216622458001768
comp18226_c0_seq1_m.10023	28	2658	0.0105342362678706
comp18227_c0_seq1_m.35301	7	1929	0.00362882322446864
comp18228_c0_seq1_m.17079	9	3024	0.00297619047619048
comp18228_c1_seq1_m.17081	64	2637	0.0242700037921881
comp18229_c0_seq1_m.26633	1	360	0.00277777777777778
comp18229_c0_seq1_m.26634	0	345	0
comp18229_c1_seq1_m.26635	18	2013	0.00894187779433681
comp18231_c0_seq1_m.25575	10	3012	0.00332005312084993
comp18232_c1_seq9_m.23122	15	3189	0.00470366886171214
comp18233_c0_seq1_m.10024	0	2304	0
comp18234_c0_seq1_m.37015	0	504	0
comp18234_c1_seq1_m.37016	26	2850	0.00912280701754386
comp18234_c1_seq2_m.37020	0	1038	0
comp18235_c0_seq1_m.10025	16	2535	0.00631163708086785
comp18236_c0_seq1_m.17448	16	2964	0.00539811066126856
comp18236_c0_seq2_m.17452	8	2976	0.00268817204301075
comp182385_c0_seq1_m.14556	4	453	0.00883002207505519
comp18238_c0_seq1_m.17759	7	1965	0.00356234096692112
comp18238_c0_seq2_m.17762	26	1953	0.0133128520225294
comp18239_c0_seq1_m.10026	33	2175	0.0151724137931034
comp18241_c0_seq1_m.10028	6	3345	0.00179372197309417
comp18242_c0_seq1_m.36287	26	1971	0.0131912734652461
comp18242_c0_seq1_m.36288	14	648	0.0216049382716049
comp18242_c0_seq2_m.36291	44	951	0.046267087276551
comp18243_c0_seq1_m.19340	0	1938	0
comp18244_c0_seq1_m.10030	0	2130	0
comp18245_c0_seq1_m.18482	14	2406	0.0058187863674148
comp18246_c0_seq1_m.21573	3	1650	0.00181818181818182
comp18246_c0_seq2_m.21571	24	1620	0.0148148148148148
comp18246_c0_seq3_m.21572	10	1614	0.00619578686493185
comp18246_c0_seq5_m.21574	36	1401	0.0256959314775161
comp18246_c0_seq7_m.21576	3	1338	0.00224215246636771
comp18247_c0_seq1_m.30863	14	1032	0.0135658914728682
comp18247_c0_seq2_m.30864	0	504	0
comp18247_c0_seq3_m.30865	0	459	0
comp18248_c0_seq1_m.10032	8	1533	0.00521852576647097
comp18249_c0_seq1_m.10033	9	2283	0.00394218134034166
comp18250_c0_seq1_m.10036	40	1296	0.0308641975308642
comp18250_c0_seq1_m.10037	7	540	0.012962962962963
comp18251_c0_seq1_m.10038	14	3771	0.00371254309201803
comp18251_c0_seq1_m.10039	7	3639	0.00192360538609508
comp18252_c0_seq1_m.10041	0	1506	0
comp18253_c1_seq1_m.31222	19	1782	0.010662177328844
comp18253_c1_seq1_m.31223	5	636	0.00786163522012579
comp18254_c0_seq1_m.38190	7	2739	0.00255567725447243
comp18254_c0_seq2_m.38191	1	2196	0.000455373406193078
comp18255_c0_seq1_m.10042	22	1956	0.0112474437627812
comp18256_c0_seq1_m.18072	2	2232	0.000896057347670251
comp18256_c0_seq1_m.18073	0	411	0
comp18257_c0_seq1_m.34155	0	1845	0
comp18257_c0_seq1_m.34156	1	444	0.00225225225225225
comp18257_c0_seq2_m.34158	3	1815	0.00165289256198347
comp18258_c0_seq1_m.10043	22	1299	0.0169361046959199
comp18258_c0_seq1_m.10044	13	888	0.0146396396396396
comp18259_c0_seq1_m.16281	1	1398	0.000715307582260372
comp18259_c1_seq2_m.16282	0	4449	0
comp18260_c0_seq1_m.35424	98	1281	0.0765027322404372
comp18260_c0_seq1_m.35425	19	492	0.0386178861788618
comp18261_c0_seq3_m.38530	27	972	0.0277777777777778
comp18262_c0_seq1_m.10045	26	1782	0.0145903479236813
comp18263_c0_seq1_m.10047	38	2031	0.0187099950763171
comp18264_c0_seq1_m.16075	0	1224	0
comp18264_c0_seq1_m.16076	0	948	0
comp18265_c0_seq1_m.33043	0	1860	0
comp18265_c0_seq2_m.33046	5	2757	0.00181356546971346
comp18266_c0_seq1_m.10049	0	1767	0
comp18267_c0_seq1_m.10050	1	2997	0.000333667000333667
comp18267_c0_seq1_m.10051	2	336	0.00595238095238095
comp18268_c0_seq1_m.10053	0	2466	0
comp18269_c1_seq3_m.19396	7	372	0.0188172043010753
comp18270_c0_seq11_m.39048	0	975	0
comp18270_c0_seq12_m.39056	0	975	0
comp18270_c0_seq16_m.39058	3	393	0.00763358778625954
comp18270_c0_seq17_m.39049	6	5907	0.00101574403250381
comp18270_c0_seq2_m.39051	7	4863	0.00143944067448077
comp18272_c0_seq3_m.16305	1	1776	0.000563063063063063
comp18272_c0_seq4_m.16303	0	1935	0
comp18273_c0_seq1_m.10054	21	2136	0.0098314606741573
comp18274_c0_seq4_m.32276	1	513	0.00194931773879142
comp18274_c0_seq7_m.32278	40	1200	0.0333333333333333
comp18275_c0_seq1_m.37227	20	1578	0.0126742712294043
comp18276_c0_seq3_m.17220	1	375	0.00266666666666667
comp18277_c0_seq1_m.10056	0	1419	0
comp18278_c0_seq14_m.20672	2	924	0.00216450216450216
comp18278_c0_seq17_m.20664	0	561	0
comp18278_c0_seq20_m.20665	1	657	0.0015220700152207
comp18278_c0_seq21_m.20673	0	651	0
comp18278_c0_seq25_m.20674	9	321	0.0280373831775701
comp18278_c0_seq26_m.20666	23	321	0.0716510903426791
comp18278_c0_seq28_m.20675	8	411	0.0194647201946472
comp18278_c0_seq33_m.20676	0	357	0
comp18278_c0_seq3_m.20660	13	1203	0.0108063175394846
comp18278_c0_seq4_m.20661	0	1293	0
